transcript_id,q_value
ENST00000445517.1,0.484686758
ENST00000508497.5,0.488183537
ENST00000532904.5,0.48826546
ENST00000557508.5,0.488689014
ENST00000633512.1,0.493043701
ENST00000550443.5,0.493329647
ENST00000526248.5,0.494582414
ENST00000578611.5,0.495777429
ENST00000542531.5,0.496512559
ENST00000482943.1,0.496512559
ENST00000677325.1,0.496512559
ENST00000707637.1,0.496512559
ENST00000485515.6,0.501125656
ENST00000338148.8,0.504515899
ENST00000602920.6,0.505116805
ENST00000479802.1,0.505121909
ENST00000611055.4,0.506024628
ENST00000271308.9,0.506692636
ENST00000490870.5,0.506692636
ENST00000478578.1,0.506692636
ENST00000472898.5,0.508436854
ENST00000217652.8,0.508532315
ENST00000605918.1,0.509113076
ENST00000401609.5,0.511139964
ENST00000511078.1,0.511139964
ENST00000597743.5,0.511139964
ENST00000372013.8,0.511172032
ENST00000416348.1,0.511172032
ENST00000522710.1,0.5163517
ENST00000553100.1,0.518114147
ENST00000370913.5,0.519374112
ENST00000697681.1,0.519374112
ENST00000495728.1,0.519374112
ENST00000675851.1,0.519374112
ENST00000474640.1,0.519374112
ENST00000695801.1,0.521955638
ENST00000367048.5,0.521955638
ENST00000472052.1,0.521955638
ENST00000580090.5,0.521955638
ENST00000513339.5,0.522025958
ENST00000375144.6,0.522137019
ENST00000447574.1,0.522137019
ENST00000704287.1,0.522137019
ENST00000497557.2,0.522137019
ENST00000260102.9,0.522137019
ENST00000522521.2,0.522137019
ENST00000321805.11,0.523305734
ENST00000451605.1,0.523305734
ENST00000654374.1,0.524812188
ENST00000211372.9,0.525566076
ENST00000440279.7,0.525566076
ENST00000528296.5,0.527953293
ENST00000439109.6,0.527953293
ENST00000552951.7,0.528519714
ENST00000689727.1,0.528653697
ENST00000264203.7,0.52881875
ENST00000465387.5,0.529641325
ENST00000571613.5,0.530259171
ENST00000216520.6,0.534014407
