Reference	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.17368.1	MSTRG.17368	12.0	0.0	10.0	6.0	3.0	0.0	10.0	16.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
MSTRG.11918.12	MSTRG.11918	2.0	6.0	5.0	19.0	7.0	23.0	10.0	15.0	15.0	11.0	16.0	16.0	17.0	16.0	19.0
ENST00000558243.1	SRP14	12.0	9.0	12.0	5.0	6.0	3.0	10.0	3.0	4.0	5.0	4.0	3.0	4.0	4.0	2.0
MSTRG.3512.4	MSTRG.3512	3.0	4.0	8.0	4.0	9.0	2.0	10.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	2.0
MSTRG.24470.60	MSTRG.24470	15.0	15.0	5.0	10.0	11.0	11.0	10.0	1.0	12.0	10.0	4.0	2.0	7.0	7.0	5.0
MSTRG.21164.1	MSTRG.21164	7.0	4.0	5.0	16.0	14.0	12.0	10.0	8.0	8.0	3.0	6.0	7.0	8.0	6.0	5.0
ENST00000313468.10	NDUFS8	5.0	7.0	9.0	33.0	19.0	54.0	10.0	40.0	33.0	27.0	36.0	33.0	41.0	38.0	48.0
MSTRG.13637.7	MSTRG.13637	12.0	11.0	10.0	14.0	10.0	6.0	10.0	11.0	11.0	13.0	13.0	12.0	7.0	8.0	8.0
ENST00000215570.8	TIMM13	6.0	7.0	10.0	14.0	15.0	20.0	10.0	19.0	20.0	17.0	21.0	18.0	16.0	18.0	22.0
ENST00000532400.1	EEF1D	10.0	13.0	13.0	13.0	15.0	14.0	10.0	8.0	10.0	9.0	12.0	12.0	8.0	10.0	7.0
ENST00000482846.1	RPS27L	7.0	9.0	9.0	15.0	15.0	20.0	10.0	21.0	18.0	16.0	19.0	20.0	20.0	21.0	22.0
MSTRG.12117.16	MSTRG.12117	11.0	4.0	1.0	10.0	5.0	11.0	10.0	10.0	6.0	4.0	10.0	7.0	0.0	8.0	20.0
ENST00000363124.1	RNA5SP145	17.0	9.0	29.0	0.0	10.0	0.0	10.0	9.0	12.0	19.0	0.0	0.0	0.0	22.0	0.0
ENST00000456292.5	RPL31	7.0	8.0	8.0	14.0	8.0	16.0	10.0	19.0	16.0	16.0	16.0	19.0	17.0	21.0	19.0
MSTRG.16759.11	MSTRG.16759	18.0	5.0	8.0	11.0	31.0	0.0	10.0	15.0	18.0	10.0	0.0	1.0	11.0	8.0	3.0
MSTRG.4676.3	MSTRG.4676	20.0	10.0	0.0	0.0	14.0	6.0	10.0	3.0	0.0	1.0	9.0	9.0	60.0	15.0	0.0
MSTRG.18010.3	MSTRG.18010	4.0	9.0	7.0	40.0	17.0	67.0	10.0	41.0	32.0	26.0	37.0	40.0	45.0	43.0	56.0
ENST00000303553.5	NDUFA3	9.0	13.0	9.0	21.0	19.0	20.0	10.0	27.0	24.0	22.0	27.0	22.0	21.0	24.0	30.0
MSTRG.13657.8	MSTRG.13657	17.0	13.0	24.0	15.0	14.0	12.0	10.0	13.0	13.0	12.0	8.0	12.0	12.0	12.0	15.0
MSTRG.16849.21	MSTRG.16849	15.0	12.0	4.0	22.0	19.0	15.0	10.0	12.0	12.0	3.0	10.0	10.0	23.0	5.0	13.0
ENST00000559273.1	RPS17	8.0	12.0	10.0	9.0	9.0	7.0	10.0	6.0	8.0	7.0	8.0	6.0	4.0	5.0	5.0
ENST00000409028.8	RPL31	5.0	8.0	8.0	15.0	10.0	22.0	10.0	19.0	19.0	17.0	19.0	19.0	18.0	20.0	23.0
ENST00000469123.5	SSBP1	6.0	8.0	10.0	31.0	16.0	50.0	10.0	39.0	31.0	29.0	37.0	32.0	47.0	39.0	44.0
MSTRG.5791.2	MSTRG.5791	17.0	6.0	35.0	37.0	20.0	24.0	10.0	22.0	18.0	23.0	18.0	19.0	29.0	17.0	15.0
ENST00000594088.1	CA11	10.0	11.0	5.0	25.0	21.0	11.0	10.0	8.0	10.0	14.0	9.0	14.0	5.0	10.0	16.0
MSTRG.24385.1	MSTRG.24385	0.0	0.0	0.0	3.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.9974.1	MSTRG.9974	10.0	11.0	5.0	23.0	33.0	9.0	10.0	8.0	20.0	5.0	10.0	6.0	3.0	8.0	6.0
ENST00000362969.1	RNA5SP150	44.0	10.0	0.0	0.0	10.0	9.0	10.0	39.0	13.0	26.0	35.0	30.0	0.0	7.0	0.0
ENST00000464842.1	DMC1	8.0	8.0	13.0	37.0	30.0	26.0	10.0	9.0	7.0	19.0	16.0	26.0	12.0	11.0	23.0
ENST00000368010.4	PFDN2	4.0	6.0	7.0	20.0	14.0	27.0	10.0	21.0	18.0	15.0	18.0	14.0	17.0	21.0	29.0
ENST00000702925.1	ENSG00000290088	4.0	9.0	10.0	21.0	13.0	36.0	10.0	40.0	34.0	32.0	35.0	34.0	33.0	34.0	36.0
ENST00000612413.4	ANAPC11	4.0	7.0	9.0	24.0	14.0	37.0	10.0	29.0	25.0	21.0	28.0	27.0	30.0	29.0	32.0
ENST00000544848.3	H2AJ	1.0	3.0	11.0	4.0	15.0	19.0	10.0	27.0	31.0	27.0	23.0	11.0	2.0	6.0	24.0
MSTRG.18347.1	MSTRG.18347	8.0	5.0	5.0	11.0	7.0	5.0	10.0	6.0	3.0	3.0	3.0	2.0	0.0	6.0	6.0
ENST00000364259.1	SNORA58B	0.0	6.0	0.0	12.0	7.0	0.0	10.0	6.0	10.0	10.0	1.0	2.0	0.0	0.0	15.0
ENST00000383919.1	Y_RNA	18.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.5933.2	MSTRG.5933	12.0	12.0	11.0	14.0	15.0	12.0	10.0	11.0	9.0	9.0	4.0	8.0	10.0	6.0	7.0
ENST00000384281.1	SNORA54	17.0	0.0	0.0	8.0	0.0	18.0	10.0	0.0	19.0	15.0	6.0	22.0	0.0	0.0	0.0
ENST00000446071.1	RPL24P8	13.0	10.0	12.0	12.0	16.0	9.0	10.0	11.0	9.0	11.0	9.0	7.0	12.0	8.0	11.0
MSTRG.13366.6	MSTRG.13366	2.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	7.0
ENST00000469543.5	VIM	11.0	11.0	11.0	12.0	13.0	10.0	10.0	12.0	12.0	11.0	11.0	9.0	12.0	11.0	12.0
ENST00000503641.5	ATP5MC1	7.0	8.0	9.0	17.0	14.0	27.0	10.0	18.0	15.0	14.0	17.0	18.0	17.0	23.0	26.0
MSTRG.12395.9	MSTRG.12395	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.4953.3	MSTRG.4953	14.0	8.0	8.0	33.0	14.0	32.0	10.0	2.0	17.0	2.0	12.0	3.0	11.0	10.0	9.0
MSTRG.6216.2	MSTRG.6216	12.0	11.0	10.0	10.0	15.0	14.0	10.0	6.0	7.0	7.0	7.0	5.0	7.0	6.0	6.0
MSTRG.16498.23	MSTRG.16498	12.0	8.0	9.0	17.0	15.0	20.0	10.0	16.0	16.0	15.0	12.0	17.0	11.0	15.0	13.0
ENST00000309268.11	EEF1A1	9.0	11.0	10.0	10.0	14.0	10.0	10.0	10.0	10.0	9.0	9.0	7.0	10.0	8.0	9.0
ENST00000457143.6	ATP5PF	9.0	11.0	11.0	24.0	15.0	35.0	10.0	29.0	27.0	22.0	26.0	28.0	31.0	28.0	30.0
MSTRG.16892.17	MSTRG.16892	7.0	9.0	10.0	4.0	10.0	5.0	10.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0
ENST00000512493.5	RPS23	6.0	8.0	9.0	11.0	14.0	14.0	10.0	10.0	13.0	14.0	13.0	18.0	13.0	15.0	17.0
MSTRG.12691.1	MSTRG.12691	15.0	12.0	10.0	13.0	13.0	9.0	10.0	12.0	15.0	10.0	10.0	7.0	9.0	9.0	10.0
ENST00000619951.2	PSMB3	5.0	8.0	10.0	44.0	17.0	77.0	10.0	52.0	40.0	35.0	47.0	47.0	71.0	55.0	66.0
MSTRG.2992.6	MSTRG.2992	2.0	4.0	13.0	7.0	16.0	4.0	10.0	2.0	1.0	1.0	5.0	3.0	0.0	1.0	1.0
ENST00000622631.1	SNORA54	17.0	0.0	0.0	8.0	0.0	18.0	10.0	0.0	19.0	15.0	6.0	22.0	0.0	0.0	0.0
MSTRG.5101.2	MSTRG.5101	9.0	8.0	9.0	10.0	14.0	9.0	10.0	9.0	11.0	8.0	9.0	8.0	8.0	11.0	11.0
ENST00000401959.6	SNU13	4.0	5.0	7.0	21.0	12.0	31.0	10.0	25.0	24.0	20.0	23.0	25.0	29.0	27.0	30.0
ENST00000290299.7	ATP5PO	7.0	8.0	10.0	35.0	16.0	64.0	10.0	49.0	40.0	33.0	43.0	42.0	61.0	48.0	63.0
ENST00000610520.5	EEF1A1	9.0	10.0	10.0	9.0	14.0	10.0	10.0	10.0	10.0	9.0	8.0	7.0	8.0	7.0	9.0
MSTRG.8838.21	MSTRG.8838	5.0	18.0	12.0	10.0	36.0	7.0	10.0	4.0	3.0	4.0	6.0	1.0	0.0	0.0	0.0
MSTRG.4587.12	MSTRG.4587	9.0	9.0	6.0	19.0	11.0	11.0	10.0	6.0	8.0	5.0	10.0	6.0	5.0	10.0	9.0
ENST00000528439.5	RPS3	10.0	10.0	9.0	13.0	13.0	17.0	10.0	13.0	13.0	12.0	12.0	13.0	14.0	13.0	12.0
ENST00000679793.1	IFITM3	8.0	10.0	7.0	12.0	12.0	11.0	10.0	15.0	13.0	12.0	10.0	19.0	11.0	13.0	13.0
ENST00000681052.1	ACTG1	13.0	10.0	12.0	15.0	14.0	14.0	10.0	12.0	13.0	12.0	10.0	10.0	14.0	11.0	13.0
ENST00000534440.5	RPS3	9.0	8.0	9.0	13.0	13.0	18.0	10.0	11.0	13.0	12.0	12.0	12.0	12.0	13.0	14.0
ENST00000635728.1	EEF1B2	15.0	11.0	11.0	25.0	17.0	33.0	10.0	34.0	25.0	23.0	24.0	26.0	26.0	28.0	35.0
MSTRG.28635.10	MSTRG.28635	3.0	7.0	6.0	12.0	11.0	13.0	9.0	8.0	7.0	8.0	9.0	7.0	9.0	8.0	6.0
MSTRG.15597.24	MSTRG.15597	26.0	3.0	13.0	8.0	12.0	5.0	9.0	20.0	3.0	4.0	0.0	2.0	13.0	6.0	0.0
ENST00000360579.11	VPS29	3.0	4.0	6.0	27.0	12.0	46.0	9.0	33.0	24.0	22.0	32.0	28.0	41.0	38.0	39.0
ENST00000367885.5	MGST3	4.0	9.0	10.0	35.0	15.0	57.0	9.0	51.0	37.0	31.0	45.0	39.0	47.0	46.0	53.0
ENST00000363286.1	RNU5B-1	7.0	0.0	0.0	23.0	18.0	0.0	9.0	8.0	11.0	4.0	24.0	13.0	0.0	0.0	0.0
MSTRG.9080.39	MSTRG.9080	11.0	8.0	11.0	19.0	11.0	18.0	9.0	19.0	15.0	15.0	16.0	17.0	16.0	18.0	18.0
ENST00000448874.5	PTMA	10.0	9.0	12.0	30.0	29.0	39.0	9.0	26.0	25.0	19.0	21.0	23.0	32.0	26.0	27.0
MSTRG.6406.6	MSTRG.6406	15.0	7.0	10.0	13.0	13.0	8.0	9.0	7.0	7.0	7.0	7.0	6.0	7.0	7.0	9.0
ENST00000447578.6	VPS29	3.0	4.0	6.0	27.0	11.0	45.0	9.0	33.0	23.0	22.0	31.0	28.0	37.0	37.0	39.0
ENST00000592141.6	COX6B1	8.0	7.0	9.0	17.0	14.0	19.0	9.0	16.0	16.0	15.0	17.0	18.0	12.0	17.0	21.0
ENST00000684420.1	NDUFB3	4.0	4.0	7.0	14.0	8.0	17.0	9.0	13.0	15.0	12.0	16.0	17.0	16.0	18.0	20.0
ENST00000675906.1	HSPB1	11.0	10.0	10.0	16.0	14.0	23.0	9.0	13.0	17.0	13.0	13.0	13.0	10.0	13.0	16.0
ENST00000681397.1	PPIB	6.0	14.0	13.0	55.0	26.0	117.0	9.0	105.0	82.0	68.0	81.0	81.0	135.0	97.0	119.0
ENST00000365361.1	ENSG00000202231	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.14280.6	MSTRG.14280	3.0	18.0	0.0	27.0	9.0	16.0	9.0	4.0	17.0	15.0	3.0	0.0	0.0	0.0	10.0
ENST00000480603.1	PPIA	10.0	8.0	10.0	11.0	11.0	9.0	9.0	9.0	7.0	6.0	7.0	7.0	6.0	8.0	7.0
ENST00000300026.4	PPIB	6.0	15.0	14.0	60.0	28.0	128.0	9.0	114.0	89.0	75.0	88.0	89.0	149.0	107.0	130.0
ENST00000547408.5	MYL6	6.0	8.0	10.0	16.0	13.0	21.0	9.0	13.0	13.0	11.0	13.0	13.0	13.0	14.0	12.0
ENST00000367889.8	MGST3	4.0	9.0	10.0	36.0	16.0	60.0	9.0	53.0	38.0	32.0	47.0	40.0	49.0	48.0	56.0
ENST00000560274.1	RPLP1	16.0	10.0	9.0	7.0	12.0	5.0	9.0	5.0	6.0	5.0	6.0	4.0	4.0	4.0	5.0
ENST00000307961.11	RPL4	15.0	10.0	10.0	16.0	13.0	15.0	9.0	12.0	12.0	10.0	11.0	10.0	15.0	12.0	12.0
MSTRG.14030.16	MSTRG.14030	13.0	7.0	8.0	8.0	11.0	6.0	9.0	5.0	7.0	5.0	4.0	5.0	4.0	4.0	7.0
ENST00000410044.5	LSM5	2.0	4.0	6.0	19.0	13.0	31.0	9.0	20.0	18.0	14.0	18.0	20.0	27.0	23.0	26.0
MSTRG.14286.12	MSTRG.14286	0.0	0.0	2.0	0.0	1.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16498.25	MSTRG.16498	24.0	10.0	11.0	13.0	13.0	7.0	9.0	5.0	9.0	6.0	6.0	6.0	7.0	6.0	6.0
MSTRG.15280.11	MSTRG.15280	5.0	16.0	7.0	11.0	19.0	12.0	9.0	8.0	8.0	8.0	9.0	9.0	5.0	6.0	9.0
ENST00000372645.3	BEX3	6.0	10.0	12.0	36.0	17.0	68.0	9.0	49.0	39.0	33.0	43.0	41.0	61.0	48.0	55.0
MSTRG.14134.4	MSTRG.14134	5.0	2.0	14.0	4.0	18.0	8.0	9.0	5.0	8.0	3.0	4.0	9.0	6.0	5.0	9.0
MSTRG.16498.24	MSTRG.16498	21.0	10.0	10.0	14.0	12.0	7.0	9.0	7.0	7.0	6.0	4.0	5.0	6.0	7.0	6.0
MSTRG.14983.2	MSTRG.14983	32.0	14.0	21.0	11.0	19.0	6.0	9.0	4.0	6.0	6.0	4.0	2.0	4.0	3.0	2.0
MSTRG.16892.12	MSTRG.16892	5.0	10.0	8.0	5.0	13.0	5.0	9.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0
ENST00000419276.1	RPL31	9.0	8.0	9.0	12.0	13.0	14.0	9.0	11.0	11.0	11.0	13.0	12.0	11.0	12.0	14.0
MSTRG.15163.9	MSTRG.15163	4.0	11.0	3.0	13.0	11.0	16.0	9.0	13.0	15.0	8.0	15.0	11.0	18.0	14.0	12.0
ENST00000518876.1	UQCRB	6.0	7.0	8.0	20.0	14.0	27.0	9.0	24.0	21.0	18.0	23.0	25.0	28.0	27.0	29.0
ENST00000703075.1	GAS5	3.0	7.0	9.0	27.0	13.0	41.0	9.0	48.0	40.0	34.0	47.0	44.0	51.0	48.0	57.0
MSTRG.279.1	MSTRG.279	19.0	19.0	11.0	9.0	14.0	13.0	9.0	15.0	18.0	4.0	4.0	9.0	0.0	13.0	12.0
MSTRG.11630.8	MSTRG.11630	14.0	10.0	13.0	7.0	9.0	3.0	9.0	7.0	5.0	5.0	4.0	5.0	3.0	3.0	4.0
ENST00000455271.5	RPS27L	5.0	8.0	8.0	12.0	11.0	19.0	9.0	19.0	18.0	16.0	17.0	18.0	21.0	18.0	21.0
ENST00000674547.1	HSPB1	11.0	10.0	8.0	15.0	14.0	22.0	9.0	13.0	16.0	12.0	12.0	12.0	9.0	12.0	16.0
ENST00000643589.1	CYTOR	6.0	7.0	7.0	20.0	12.0	23.0	9.0	18.0	17.0	14.0	17.0	18.0	22.0	19.0	22.0
ENST00000418525.2	SLC25A34-AS1	8.0	11.0	12.0	16.0	13.0	24.0	9.0	63.0	56.0	47.0	59.0	58.0	55.0	53.0	53.0
MSTRG.56.3	MSTRG.56	3.0	15.0	13.0	6.0	10.0	1.0	9.0	2.0	5.0	1.0	3.0	3.0	4.0	1.0	0.0
ENST00000495447.5	MGST3	4.0	8.0	9.0	33.0	15.0	55.0	9.0	48.0	35.0	30.0	43.0	37.0	45.0	44.0	51.0
MSTRG.9389.5	MSTRG.9389	0.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ENST00000553205.1	RPL6	13.0	9.0	9.0	15.0	13.0	11.0	9.0	10.0	10.0	9.0	10.0	9.0	7.0	10.0	11.0
MSTRG.25012.12	MSTRG.25012	13.0	13.0	16.0	20.0	13.0	11.0	9.0	7.0	4.0	10.0	8.0	8.0	0.0	8.0	7.0
ENST00000223136.5	FIS1	5.0	5.0	7.0	27.0	13.0	42.0	9.0	31.0	26.0	22.0	23.0	26.0	36.0	26.0	32.0
ENST00000566039.5	RPL4	8.0	9.0	11.0	12.0	13.0	15.0	9.0	11.0	8.0	9.0	11.0	13.0	8.0	11.0	9.0
MSTRG.566.2	MSTRG.566	15.0	11.0	9.0	14.0	12.0	9.0	9.0	11.0	9.0	8.0	11.0	5.0	10.0	9.0	7.0
ENST00000703056.1	ENSG00000290122	4.0	9.0	14.0	42.0	5.0	0.0	9.0	64.0	72.0	65.0	68.0	41.0	168.0	76.0	27.0
ENST00000218432.10	PIN4	3.0	6.0	6.0	17.0	13.0	25.0	9.0	18.0	16.0	13.0	15.0	19.0	20.0	19.0	21.0
ENST00000365129.1	RNA5SP428	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16906.13	MSTRG.16906	6.0	4.0	5.0	5.0	7.0	3.0	9.0	4.0	2.0	4.0	3.0	2.0	4.0	3.0	3.0
MSTRG.10072.3	MSTRG.10072	7.0	6.0	8.0	7.0	11.0	1.0	9.0	4.0	7.0	6.0	6.0	4.0	0.0	2.0	2.0
ENST00000563270.5	RPL13	14.0	11.0	11.0	16.0	15.0	12.0	9.0	11.0	12.0	11.0	11.0	10.0	14.0	11.0	15.0
ENST00000484610.5	RPL13	10.0	8.0	9.0	16.0	13.0	23.0	9.0	16.0	18.0	14.0	14.0	12.0	16.0	15.0	22.0
MSTRG.23396.4	MSTRG.23396	2.0	0.0	9.0	8.0	10.0	8.0	9.0	12.0	9.0	6.0	17.0	16.0	0.0	9.0	10.0
ENST00000672037.1	CARD16	3.0	5.0	7.0	19.0	12.0	29.0	9.0	20.0	19.0	16.0	23.0	27.0	30.0	28.0	31.0
MSTRG.5330.17	MSTRG.5330	16.0	9.0	13.0	9.0	15.0	13.0	9.0	6.0	8.0	7.0	7.0	4.0	1.0	6.0	9.0
ENST00000573262.1	NME2	10.0	7.0	8.0	8.0	11.0	8.0	9.0	7.0	7.0	6.0	5.0	7.0	4.0	6.0	8.0
MSTRG.5330.10	MSTRG.5330	11.0	8.0	11.0	10.0	11.0	8.0	9.0	6.0	6.0	6.0	6.0	3.0	6.0	5.0	7.0
MSTRG.13528.1	MSTRG.13528	15.0	9.0	7.0	12.0	23.0	2.0	9.0	5.0	4.0	6.0	3.0	4.0	6.0	8.0	7.0
MSTRG.14581.11	MSTRG.14581	21.0	12.0	23.0	5.0	10.0	2.0	9.0	0.0	31.0	27.0	10.0	6.0	13.0	9.0	10.0
ENST00000709256.1	SNORA64	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	11.0	13.0	6.0	0.0	0.0	7.0	0.0
ENST00000533833.5	EEF1D	6.0	10.0	10.0	12.0	13.0	17.0	9.0	11.0	10.0	10.0	11.0	11.0	8.0	12.0	13.0
ENST00000488288.2	RPL24	5.0	5.0	9.0	22.0	15.0	34.0	9.0	26.0	25.0	21.0	24.0	26.0	31.0	30.0	34.0
ENST00000370322.5	NDUFB8	7.0	8.0	11.0	26.0	17.0	31.0	9.0	23.0	24.0	19.0	23.0	23.0	28.0	24.0	22.0
ENST00000281031.5	NDUFC2	4.0	7.0	8.0	28.0	14.0	45.0	9.0	36.0	29.0	24.0	33.0	32.0	43.0	38.0	43.0
MSTRG.5110.6	MSTRG.5110	9.0	6.0	5.0	4.0	9.0	1.0	9.0	6.0	7.0	5.0	4.0	6.0	4.0	4.0	7.0
MSTRG.4995.3	MSTRG.4995	14.0	4.0	3.0	10.0	9.0	3.0	9.0	2.0	8.0	2.0	6.0	4.0	3.0	2.0	4.0
MSTRG.13435.1	MSTRG.13435	14.0	16.0	39.0	8.0	30.0	14.0	9.0	9.0	32.0	13.0	8.0	7.0	28.0	29.0	0.0
MSTRG.4984.1	MSTRG.4984	10.0	6.0	8.0	13.0	11.0	7.0	9.0	4.0	6.0	3.0	4.0	2.0	8.0	4.0	4.0
ENST00000490191.5	RPS18	11.0	7.0	8.0	11.0	11.0	11.0	9.0	8.0	11.0	9.0	9.0	9.0	8.0	10.0	10.0
ENST00000442966.7	RPP21	3.0	6.0	8.0	18.0	13.0	32.0	9.0	28.0	21.0	19.0	25.0	24.0	34.0	27.0	28.0
ENST00000562879.5	RPL13	12.0	9.0	10.0	11.0	13.0	9.0	9.0	9.0	10.0	8.0	8.0	9.0	8.0	8.0	10.0
MSTRG.5555.1	MSTRG.5555	11.0	9.0	9.0	6.0	10.0	6.0	9.0	5.0	5.0	5.0	4.0	2.0	3.0	3.0	5.0
MSTRG.10188.3	MSTRG.10188	8.0	10.0	12.0	7.0	9.0	6.0	9.0	12.0	6.0	7.0	14.0	6.0	4.0	10.0	8.0
MSTRG.3469.1	MSTRG.3469	3.0	7.0	5.0	18.0	14.0	19.0	9.0	20.0	22.0	19.0	22.0	25.0	26.0	19.0	30.0
ENST00000460985.1	COX7A2	12.0	10.0	12.0	9.0	15.0	9.0	9.0	6.0	13.0	10.0	8.0	6.0	15.0	7.0	11.0
MSTRG.18380.7	MSTRG.18380	12.0	5.0	8.0	11.0	21.0	8.0	9.0	8.0	4.0	7.0	3.0	5.0	4.0	3.0	9.0
MSTRG.18380.8	MSTRG.18380	13.0	6.0	14.0	18.0	24.0	12.0	9.0	9.0	10.0	10.0	3.0	8.0	9.0	6.0	12.0
MSTRG.13579.1	MSTRG.13579	8.0	10.0	18.0	13.0	18.0	11.0	9.0	17.0	16.0	15.0	17.0	18.0	19.0	17.0	19.0
MSTRG.18392.4	MSTRG.18392	7.0	8.0	12.0	11.0	14.0	16.0	9.0	6.0	8.0	5.0	7.0	6.0	10.0	7.0	9.0
MSTRG.18392.17	MSTRG.18392	9.0	8.0	8.0	9.0	18.0	13.0	9.0	8.0	7.0	3.0	5.0	9.0	5.0	6.0	5.0
ENST00000336097.7	NME1	3.0	6.0	9.0	35.0	16.0	58.0	9.0	40.0	31.0	26.0	35.0	36.0	55.0	45.0	54.0
ENST00000615060.5	EEF1A1	8.0	9.0	9.0	8.0	13.0	7.0	9.0	7.0	8.0	8.0	7.0	5.0	8.0	6.0	8.0
ENST00000543959.5	MRPL51	9.0	10.0	7.0	13.0	20.0	21.0	9.0	12.0	13.0	11.0	12.0	12.0	12.0	12.0	15.0
MSTRG.18429.1	MSTRG.18429	17.0	11.0	12.0	16.0	15.0	13.0	9.0	11.0	13.0	13.0	12.0	9.0	7.0	8.0	9.0
MSTRG.23426.13	MSTRG.23426	8.0	8.0	10.0	10.0	12.0	10.0	9.0	7.0	11.0	7.0	7.0	6.0	7.0	7.0	8.0
MSTRG.18429.4	MSTRG.18429	15.0	9.0	13.0	19.0	17.0	12.0	9.0	11.0	13.0	13.0	13.0	11.0	7.0	8.0	10.0
ENST00000707445.1	ENSG00000291408	5.0	9.0	10.0	18.0	15.0	20.0	9.0	29.0	28.0	28.0	34.0	32.0	46.0	33.0	37.0
ENST00000709243.1	RPS2	11.0	10.0	10.0	15.0	17.0	16.0	9.0	13.0	16.0	13.0	11.0	11.0	14.0	12.0	16.0
MSTRG.3485.9	MSTRG.3485	6.0	8.0	13.0	16.0	17.0	34.0	9.0	15.0	15.0	16.0	19.0	24.0	19.0	28.0	18.0
MSTRG.23426.7	MSTRG.23426	8.0	12.0	20.0	11.0	15.0	6.0	9.0	7.0	13.0	10.0	10.0	12.0	6.0	10.0	5.0
ENST00000384674.1	SNORA64	0.0	9.0	0.0	0.0	0.0	0.0	9.0	0.0	11.0	18.0	6.0	0.0	0.0	7.0	0.0
MSTRG.27817.13	MSTRG.27817	4.0	6.0	13.0	11.0	10.0	25.0	9.0	9.0	3.0	7.0	9.0	4.0	0.0	5.0	4.0
ENST00000363626.1	U8	0.0	9.0	13.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.23426.19	MSTRG.23426	11.0	13.0	19.0	12.0	14.0	9.0	9.0	5.0	14.0	8.0	7.0	8.0	0.0	12.0	2.0
MSTRG.4948.8	MSTRG.4948	7.0	2.0	9.0	10.0	2.0	0.0	9.0	2.0	3.0	0.0	4.0	0.0	0.0	9.0	3.0
ENST00000411704.1	NCBP2	5.0	5.0	6.0	11.0	12.0	9.0	9.0	11.0	9.0	7.0	9.0	12.0	12.0	11.0	12.0
ENST00000537087.5	C12orf57	7.0	8.0	7.0	21.0	15.0	26.0	9.0	22.0	23.0	16.0	24.0	27.0	29.0	28.0	27.0
ENST00000535788.1	UBB	17.0	7.0	13.0	14.0	13.0	10.0	9.0	9.0	12.0	11.0	10.0	10.0	6.0	9.0	10.0
ENST00000629936.1	DDT	10.0	7.0	5.0	8.0	9.0	5.0	9.0	4.0	7.0	2.0	2.0	2.0	0.0	3.0	5.0
MSTRG.26971.1	MSTRG.26971	2.0	4.0	5.0	4.0	6.0	7.0	9.0	8.0	8.0	9.0	7.0	4.0	4.0	5.0	4.0
ENST00000524958.6	C11orf98	3.0	7.0	8.0	28.0	13.0	41.0	9.0	28.0	23.0	19.0	25.0	30.0	29.0	30.0	40.0
MSTRG.21921.3	MSTRG.21921	5.0	8.0	8.0	36.0	18.0	84.0	9.0	69.0	48.0	42.0	53.0	56.0	92.0	67.0	79.0
MSTRG.4236.7	MSTRG.4236	11.0	9.0	5.0	8.0	12.0	7.0	9.0	8.0	7.0	9.0	6.0	2.0	12.0	6.0	11.0
ENST00000517679.5	TBCA	6.0	5.0	7.0	8.0	8.0	8.0	9.0	6.0	8.0	7.0	6.0	6.0	8.0	6.0	9.0
ENST00000520361.5	TBCA	7.0	7.0	9.0	12.0	14.0	11.0	9.0	10.0	10.0	7.0	7.0	7.0	9.0	10.0	6.0
ENST00000631659.1	ENSG00000273673	6.0	10.0	11.0	12.0	11.0	9.0	9.0	13.0	12.0	14.0	11.0	11.0	19.0	11.0	12.0
MSTRG.26971.6	MSTRG.26971	0.0	0.0	10.0	1.0	3.0	1.0	9.0	3.0	5.0	6.0	4.0	5.0	0.0	3.0	0.0
MSTRG.22683.1	MSTRG.22683	0.0	5.0	5.0	2.0	2.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.4782.1	MSTRG.4782	15.0	4.0	5.0	15.0	13.0	10.0	9.0	6.0	3.0	4.0	3.0	9.0	0.0	7.0	10.0
ENST00000675135.1	HINT1	6.0	9.0	8.0	6.0	11.0	5.0	9.0	5.0	5.0	6.0	5.0	4.0	7.0	5.0	3.0
