Reference	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENST00000333449.9	TMEM179B	0.0	1.0	0.0	2.0	1.0	5.0	0.0	4.0	3.0	2.0	3.0	2.0	6.0	4.0	5.0
ENST00000538426.6	OTUB1	0.0	1.0	1.0	2.0	1.0	5.0	0.0	3.0	3.0	2.0	2.0	3.0	4.0	3.0	4.0
ENST00000543004.5	OTUB1	0.0	0.0	0.0	2.0	0.0	5.0	0.0	3.0	3.0	2.0	2.0	2.0	4.0	3.0	3.0
MSTRG.5214.4	MSTRG.5214	0.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
ENST00000228438.3	CLEC2B	0.0	0.0	0.0	2.0	0.0	5.0	0.0	14.0	10.0	10.0	12.0	10.0	15.0	12.0	15.0
MSTRG.5618.1	MSTRG.5618	0.0	1.0	7.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000537852.5	MAGOHB	0.0	0.0	0.0	2.0	1.0	3.0	0.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0
ENST00000535821.1	MRPS18CP4	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.5956.1	MSTRG.5956	0.0	0.0	0.0	2.0	1.0	7.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
MSTRG.5616.1	MSTRG.5616	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000546316.5	REXO2	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000533986.5	HIKESHI	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	3.0	4.0	3.0	4.0
ENST00000393301.5	CTSC	0.0	0.0	0.0	2.0	1.0	5.0	0.0	4.0	3.0	2.0	3.0	2.0	5.0	3.0	4.0
ENST00000531994.1	GRM5-AS1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000702818.1	ENSG00000290078	0.0	0.0	0.0	2.0	4.0	3.0	0.0	0.0	1.0	2.0	1.0	2.0	8.0	4.0	4.0
ENST00000533632.6	TRAPPC4	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	3.0
ENST00000294119.6	UBXN1	0.0	0.0	1.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0
ENST00000454321.1	ENSG00000232807	0.0	1.0	2.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	2.0	3.0
ENST00000649246.1	FRMD4A	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
MSTRG.3231.1	MSTRG.3231	0.0	2.0	1.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0
ENST00000490507.1	WDFY4	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000299381.5	ANAPC16	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
ENST00000690448.1	GAS5	0.0	0.0	0.0	2.0	1.0	4.0	0.0	5.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0
ENST00000688573.1	GAS5	0.0	1.0	0.0	2.0	2.0	4.0	0.0	3.0	4.0	2.0	5.0	3.0	8.0	5.0	5.0
ENST00000690761.1	GAS5	0.0	0.0	0.0	2.0	0.0	3.0	0.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0
MSTRG.2533.1	MSTRG.2533	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000621663.4	ANAPC16	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
ENST00000438862.6	CSTF3	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	1.0	1.0	1.0	2.0	4.0	3.0	3.0
ENST00000527926.5	ENSG00000284969	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0
MSTRG.4531.2	MSTRG.4531	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.3710.9	MSTRG.3710	0.0	1.0	1.0	2.0	1.0	1.0	0.0	3.0	2.0	1.0	2.0	2.0	5.0	3.0	2.0
ENST00000318364.13	MRPL43	0.0	0.0	0.0	2.0	2.0	6.0	0.0	3.0	3.0	2.0	3.0	2.0	5.0	4.0	4.0
MSTRG.3817.2	MSTRG.3817	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	4.0
MSTRG.3817.3	MSTRG.3817	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	5.0
MSTRG.4040.1	MSTRG.4040	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000715411.1	EDRF1-DT	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
ENST00000681276.1	IFITM2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000680197.1	IFITM2	0.0	0.0	1.0	2.0	1.0	3.0	0.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0	4.0
ENST00000215567.10	TECR	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0
ENST00000380171.9	ATRAID	0.0	0.0	0.0	2.0	1.0	3.0	0.0	3.0	2.0	1.0	2.0	2.0	3.0	3.0	4.0
ENST00000642961.1	TECR	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	3.0
MSTRG.13649.5	MSTRG.13649	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	2.0
MSTRG.13645.2	MSTRG.13645	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
MSTRG.13780.1	MSTRG.13780	0.0	0.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000608113.2	PPP4R3B-DT	0.0	0.0	0.0	2.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
MSTRG.14509.5	MSTRG.14509	0.0	1.0	0.0	2.0	1.0	4.0	0.0	2.0	2.0	2.0	3.0	1.0	0.0	3.0	3.0
MSTRG.13799.2	MSTRG.13799	0.0	0.0	2.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	2.0
ENST00000452582.5	DPY30	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
MSTRG.13838.4	MSTRG.13838	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MSTRG.13799.3	MSTRG.13799	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	4.0	2.0	2.0
ENST00000585999.1	ENSG00000267375	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
MSTRG.14163.4	MSTRG.14163	0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
MSTRG.13946.2	MSTRG.13946	0.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000222032.10	CNFN	0.0	0.0	0.0	2.0	0.0	3.0	0.0	1.0	2.0	1.0	1.0	2.0	4.0	3.0	4.0
ENST00000380044.6	MPV17	0.0	0.0	0.0	2.0	0.0	4.0	0.0	4.0	2.0	2.0	3.0	2.0	4.0	2.0	3.0
MSTRG.14744.7	MSTRG.14744	0.0	1.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0
ENST00000658331.1	ENSG00000283103	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
ENST00000652406.1	PCAT19	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
ENST00000592001.6	PSMD8	0.0	0.0	0.0	2.0	1.0	4.0	0.0	4.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0
ENST00000600083.5	TECR	0.0	0.0	0.0	2.0	1.0	4.0	0.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0
ENST00000588354.1	ZNF585A	0.0	0.0	0.0	2.0	1.0	5.0	0.0	3.0	2.0	2.0	2.0	3.0	3.0	4.0	4.0
MSTRG.13682.4	MSTRG.13682	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
ENST00000525915.1	PRMT1	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.14509.1	MSTRG.14509	0.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	2.0	1.0	0.0	2.0	3.0
MSTRG.14535.12	MSTRG.14535	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	6.0	2.0	3.0	0.0	0.0	3.0	0.0
ENST00000597296.1	ZNF749	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
ENST00000591852.1	C19orf33	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
ENST00000598987.5	TECR	0.0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	1.0	2.0	2.0	2.0	4.0	2.0	3.0
MSTRG.14713.1	MSTRG.14713	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
MSTRG.14713.3	MSTRG.14713	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
MSTRG.4304.5	MSTRG.4304	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000518360.5	UBE2V2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
MSTRG.25862.1	MSTRG.25862	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000693612.1	TAF10	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000527248.3	TAF10	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
ENST00000523064.1	RGS20	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	2.0	2.0	1.0	4.0	2.0	2.0
ENST00000445547.1	ZC3H15	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000517630.5	UBE2V2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
ENST00000022615.9	VDAC3	0.0	0.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	2.0	2.0
MSTRG.4506.1	MSTRG.4506	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0
ENST00000520755.5	LSM1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
MSTRG.25914.17	MSTRG.25914	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MSTRG.25914.14	MSTRG.25914	0.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0
MSTRG.4373.4	MSTRG.4373	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000228136.9	C11orf58	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000525684.1	C11orf58	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
MSTRG.4381.1	MSTRG.4381	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000534246.1	EIF4G2	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0
ENST00000260102.9	MRPL15	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000597017.5	KDELR1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
MSTRG.4436.3	MSTRG.4436	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
ENST00000531507.5	EIF4G2	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000431742.2	CSTF3	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
ENST00000527419.6	EIF4G2	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000330720.7	KDELR1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
ENST00000477672.1	ZC3H15	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000701647.1	LINC01605	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000668286.1	LINC01605	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16348.18	MSTRG.16348	0.0	0.0	0.0	1.0	1.0	2.0	0.0	6.0	4.0	4.0	5.0	6.0	7.0	6.0	5.0
ENST00000530702.2	EIF4G2	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
ENST00000522694.1	RBPMS	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25511.11	MSTRG.25511	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MSTRG.25511.8	MSTRG.25511	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0
ENST00000461940.5	GIMAP4	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0
ENST00000255945.4	GIMAP4	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0
ENST00000354588.8	LBHD1	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0
MSTRG.25537.27	MSTRG.25537	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.4749.2	MSTRG.4749	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
MSTRG.25536.7	MSTRG.25536	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.4749.1	MSTRG.4749	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MSTRG.16417.9	MSTRG.16417	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
ENST00000262187.10	RHEB	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000523235.5	FADS2	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16417.7	MSTRG.16417	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000525717.5	UBXN1	0.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
ENST00000519830.1	DCTN6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25511.4	MSTRG.25511	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0
ENST00000324787.10	MRPS33	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0
MSTRG.4795.6	MSTRG.4795	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENST00000305218.9	STIP1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
ENST00000358794.9	STIP1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000498107.5	SSBP1	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0
MSTRG.14483.1	MSTRG.14483	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000600551.1	KPTN	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000301453.7	OTUB1	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0
MSTRG.4788.2	MSTRG.4788	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000594217.5	NAPA	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000601045.1	TTC9C	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
MSTRG.14494.2	MSTRG.14494	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000613101.1	Metazoa_SRP	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16417.6	MSTRG.16417	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MSTRG.25586.6	MSTRG.25586	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0
MSTRG.25586.7	MSTRG.25586	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0
ENST00000302503.8	MTCH2	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0
ENST00000263774.9	NDUFS3	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0
ENST00000526993.1	PSMC3	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0
ENST00000260952.9	ASNSD1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
ENST00000607829.6	ASDURF	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0
ENST00000489525.5	MDK	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ENST00000605941.5	ASDURF	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0
ENST00000607062.5	ASNSD1	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
MSTRG.4531.18	MSTRG.4531	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0
ENST00000524266.1	PBK	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000521226.2	PBK	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0
MSTRG.4531.3	MSTRG.4531	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000321250.13	LEPROTL1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0
ENST00000650149.1	LEPROTL1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0
ENST00000522540.5	DCTN6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000221114.8	DCTN6	0.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0
MSTRG.25834.15	MSTRG.25834	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000412905.1	SLC39A10	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.16417.4	MSTRG.16417	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MSTRG.4717.13	MSTRG.4717	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0
MSTRG.25600.1	MSTRG.25600	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
ENST00000301761.7	SDHAF2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
MSTRG.25614.15	MSTRG.25614	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ENST00000615631.4	FDFT1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
ENST00000530337.6	FDFT1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
MSTRG.16417.5	MSTRG.16417	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
ENST00000542074.1	SDHAF2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
ENST00000713960.1	SDHAF2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
ENST00000300151.5	MRPL16	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	3.0
MSTRG.16388.7	MSTRG.16388	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25722.24	MSTRG.25722	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MSTRG.25749.1	MSTRG.25749	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000664924.1	PVT1	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0
MSTRG.3710.6	MSTRG.3710	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
ENST00000690598.1	NUTM2A-AS1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
ENST00000688926.1	NUTM2A-AS1	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0
ENST00000687925.1	NUTM2A-AS1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
ENST00000447424.7	NUTM2A-AS1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0
ENST00000433920.5	NUTM2A-AS1	0.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	1.0	1.0	2.0	1.0	3.0	2.0	3.0
ENST00000517857.1	TOP1MT	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000433530.7	NUTM2A-AS1	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
MSTRG.3636.2	MSTRG.3636	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MSTRG.3633.4	MSTRG.3633	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000442189.6	EEF1D	0.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	3.0
ENST00000618139.4	EEF1D	0.0	0.0	0.0	1.0	1.0	3.0	0.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0
MSTRG.3633.5	MSTRG.3633	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
