gene_id	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.18377	ENST00000216237.10	7	3	2	8	0	3	1	4	7	5	2	8	1	8	11
MSTRG.18386	ENST00000216252.4	10	11	9	28	25	29	17	32	38	35	27	16	11	22	19
MSTRG.18385	ENST00000216254.9	3	4	2	3	2	3	3	5	5	1	3	5	1	2	2
MSTRG.18475	ENST00000216264.13	17	22	17	29	18	22	25	16	24	16	15	5	5	22	7
MSTRG.18495	ENST00000216267.12	0	2	0	6	7	0	2	6	0	0	3	0	0	2	0
MSTRG.18511	ENST00000216271.10	5	0	0	2	0	3	2	3	1	4	3	4	0	5	0
MSTRG.8701	ENST00000216277.13	23	11	13	45	15	17	12	15	16	19	10	6	3	11	9
MSTRG.8807	ENST00000216281.13	148	124	80	185	168	144	147	103	201	181	153	98	24	147	132
MSTRG.8317	ENST00000216294.5	3	4	1	9	3	0	1	2	1	5	7	4	0	5	1
MSTRG.7878	ENST00000216297.7	28	14	8	19	14	11	16	21	23	29	12	10	3	6	13
MSTRG.8141	ENST00000216330.7	48	28	37	142	80	154	35	109	130	162	171	122	34	166	120
MSTRG.7940	ENST00000216350.12	4	2	3	3	5	10	6	4	7	3	6	7	0	9	8
MSTRG.8019	ENST00000216366.9	0	0	0	0	0	0	2	0	0	3	4	0	0	0	0
MSTRG.8157	ENST00000216367.10	0	4	0	7	4	3	3	2	2	8	4	0	1	0	4
MSTRG.8194	ENST00000216392.8	4	6	1	6	3	6	2	11	13	9	11	2	3	8	8
MSTRG.8225	ENST00000216410.8	26	13	12	68	35	48	16	75	85	82	55	64	17	62	38
MSTRG.8240	ENST00000216414.12	11	7	3	10	15	1	7	3	13	10	11	13	0	9	13
MSTRG.8241	ENST00000216416.9	38	15	15	32	21	49	20	49	50	70	51	32	12	52	35
MSTRG.8243	ENST00000216420.12	2	0	2	4	3	7	2	3	2	2	5	4	0	0	2
MSTRG.8373	ENST00000216442.12	25	11	7	24	23	34	5	32	46	37	33	25	10	28	12
MSTRG.8275	ENST00000216455.9	56	40	31	223	92	421	56	315	373	403	335	312	104	404	312
MSTRG.8282	ENST00000216463.8	14	10	7	14	17	9	9	16	22	20	13	19	2	15	13
MSTRG.8564	ENST00000216465.10	5	0	0	3	0	7	3	6	3	13	10	2	2	4	6
MSTRG.8566	ENST00000216479.8	13	15	16	40	28	47	21	29	56	35	24	33	5	19	22
MSTRG.8568	ENST00000216484.7	23	20	22	12	20	10	14	15	14	14	15	8	0	18	13
MSTRG.8304	ENST00000216500.9	7	6	7	16	10	17	9	12	7	11	11	6	3	13	14
MSTRG.8412	ENST00000216520.6	79	61	29	109	91	153	75	134	127	168	148	115	24	112	90
MSTRG.8822	ENST00000216554.8	40	28	13	40	42	35	23	31	49	43	40	21	3	28	26
MSTRG.8839	ENST00000216602.10	26	13	14	22	14	29	4	22	41	29	23	25	6	20	17
MSTRG.8703	ENST00000216639.8	7	3	8	13	3	2	3	2	4	3	3	4	0	3	2
ENSG00000100823.12	ENST00000216714.8	14	3	11	42	29	51	19	21	34	45	29	31	10	30	46
MSTRG.7960	ENST00000216727.9	22	15	8	35	26	42	15	36	69	50	35	35	6	42	14
MSTRG.8033	ENST00000216743.6	4	0	2	3	5	0	2	0	0	2	3	0	0	8	4
MSTRG.8811	ENST00000216756.11	4	12	6	38	20	107	10	60	47	94	56	44	13	58	70
MSTRG.8062	ENST00000216774.11	5	0	3	4	4	3	2	2	10	9	9	4	0	8	4
ENSG00000100889.12	ENST00000216780.9	5	0	6	7	7	5	6	4	8	7	5	3	0	5	2
MSTRG.8073	ENST00000216797.10	15	10	0	14	20	8	16	7	14	18	11	7	0	7	10
ENSG00000100908.14	ENST00000216799.9	9	4	3	19	10	21	5	19	28	30	21	20	6	28	24
ENSG00000100911.16	ENST00000216802.10	60	78	69	391	165	631	85	401	553	553	521	605	157	723	513
MSTRG.8076	ENST00000216807.12	0	2	0	1	3	1	0	4	0	2	4	2	0	4	2
MSTRG.8117	ENST00000216832.9	10	8	6	12	5	18	8	9	19	27	17	6	2	17	10
ENSG00000100949.15	ENST00000216840.11	2	2	0	3	0	5	0	3	0	8	3	0	0	2	1
MSTRG.16910	ENST00000216877.10	4	2	5	5	3	2	6	5	5	7	7	3	0	6	5
MSTRG.16895	ENST00000216879.9	14	15	13	28	14	30	11	27	34	40	25	23	7	19	16
MSTRG.17411	ENST00000216923.5	3	0	0	2	0	0	3	2	5	4	0	0	0	5	0
MSTRG.17073	ENST00000216962.9	18	18	7	9	28	17	6	17	31	43	20	29	4	11	10
MSTRG.17181	ENST00000216968.5	120	89	77	157	157	230	89	161	229	236	188	203	51	215	162
MSTRG.17286	ENST00000217026.5	10	15	8	20	15	24	8	15	25	18	20	17	3	7	9
MSTRG.17440	ENST00000217109.9	5	1	1	8	4	9	5	7	6	5	2	7	1	1	5
MSTRG.17534	ENST00000217121.9	27	28	17	28	25	27	22	22	50	48	30	19	7	26	20
MSTRG.17462	ENST00000217131.6	0	0	0	0	0	1	1	1	1	1	4	0	0	3	1
MSTRG.17508	ENST00000217159.6	0	2	2	0	0	0	0	0	3	3	2	0	0	0	3
MSTRG.16913	ENST00000217173.7	0	2	0	2	3	0	3	0	4	0	0	3	0	0	0
MSTRG.16925	ENST00000217195.12	21	13	6	11	15	4	14	0	6	8	13	8	0	4	10
MSTRG.16878	ENST00000217233.9	11	6	7	9	11	9	13	4	12	14	2	14	0	8	5
MSTRG.16877	ENST00000217244.9	16	16	5	18	17	16	9	4	13	34	17	19	3	17	10
MSTRG.17111	ENST00000217315.9	22	11	4	4	11	12	6	4	12	20	8	7	2	2	3
MSTRG.17142	ENST00000217398.3	2	2	0	11	3	13	2	22	26	18	30	13	3	17	15
MSTRG.17147	ENST00000217402.3	20	11	5	24	14	15	15	22	18	17	12	14	2	7	9
MSTRG.17150	ENST00000217426.7	31	11	14	26	28	27	20	27	30	57	25	22	4	23	21
MSTRG.17168	ENST00000217446.8	9	4	5	8	8	6	8	12	13	9	5	6	1	2	1
MSTRG.17323	ENST00000217455.9	0	2	0	17	1	24	2	10	22	23	21	11	5	16	7
MSTRG.17068	ENST00000217456.3	35	24	12	28	33	23	25	24	46	36	28	11	6	24	18
MSTRG.13191	ENST00000217515.11	24	17	16	40	30	60	22	61	62	115	67	39	10	55	44
MSTRG.12794	ENST00000217652.8	228	322	206	1557	606	2988	281	2417	2904	3108	2888	2668	796	3326	2578
ENSG00000273841.6	ENST00000217893.10	13	13	6	57	26	91	13	51	85	99	75	64	27	110	74
MSTRG.28695	ENST00000217901.10	5	5	8	22	12	22	2	11	22	22	14	8	2	18	16
MSTRG.28521	ENST00000217971.8	25	15	4	17	27	9	20	10	29	16	21	7	2	18	21
MSTRG.28159	ENST00000218056.9	7	5	0	8	13	12	11	4	21	18	19	5	0	13	15
MSTRG.28559	ENST00000218089.13	7	4	0	4	0	1	0	1	5	3	5	1	0	2	0
MSTRG.28598	ENST00000218197.9	0	0	0	3	0	0	1	2	0	1	0	4	2	0	3
ENSG00000102103.18	ENST00000218224.9	7	7	6	48	16	110	6	64	114	113	91	71	16	83	89
MSTRG.28134	ENST00000218348.7	10	10	5	9	11	7	5	6	5	4	13	0	0	7	3
MSTRG.28632	ENST00000218364.5	5	11	3	11	8	13	10	13	14	21	12	13	1	5	4
MSTRG.28139	ENST00000218388.9	65	97	58	284	135	522	74	398	439	511	493	337	83	426	300
MSTRG.28308	ENST00000218432.10	149	246	153	745	459	1046	356	707	940	980	841	1013	174	927	706
MSTRG.28214	ENST00000218439.8	0	0	0	3	2	0	1	0	5	2	0	1	0	6	2
MSTRG.28406	ENST00000218516.4	5	5	4	6	3	7	5	6	8	8	4	3	1	8	5
MSTRG.7655	ENST00000218652.12	0	0	2	0	1	4	0	1	0	3	4	2	0	3	0
MSTRG.7822	ENST00000218789.9	6	7	9	5	5	6	6	9	9	26	7	7	2	0	2
MSTRG.7571	ENST00000218981.5	0	2	9	3	0	6	0	4	3	4	7	3	2	0	5
MSTRG.10005	ENST00000219066.5	9	5	4	10	4	17	6	10	20	21	12	18	5	21	17
MSTRG.10091	ENST00000219069.6	1	0	0	0	4	2	7	0	0	6	5	0	0	4	3
MSTRG.10566	ENST00000219070.9	45	51	25	49	40	55	33	38	50	44	55	26	4	28	15
MSTRG.10553	ENST00000219084.10	3	2	2	0	0	1	1	3	0	4	3	5	0	2	3
MSTRG.10482	ENST00000219097.7	3	0	0	6	3	5	3	2	6	5	2	0	0	6	2
MSTRG.10704	ENST00000219139.8	1	3	1	6	2	0	6	0	3	4	3	2	0	3	0
MSTRG.10393	ENST00000219150.10	4	2	1	0	2	5	7	2	4	0	0	0	0	2	0
MSTRG.10264	ENST00000219168.8	8	10	3	19	7	13	17	11	13	7	18	20	0	10	19
MSTRG.10746	ENST00000219169.9	64	96	52	312	169	615	118	444	474	550	521	482	116	541	424
MSTRG.10610	ENST00000219204.8	32	4	8	23	15	29	21	29	34	31	24	21	3	26	12
MSTRG.10856	ENST00000219240.9	2	2	0	2	0	4	9	6	2	7	7	5	0	6	6
MSTRG.10734	ENST00000219251.13	5	5	0	7	8	16	4	6	11	2	5	3	2	11	6
MSTRG.10616	ENST00000219252.10	12	7	10	20	7	16	11	4	9	14	11	19	1	10	4
MSTRG.10629	ENST00000219281.8	9	7	0	5	10	8	10	7	11	18	12	7	0	15	3
MSTRG.9995	ENST00000219302.8	3	4	3	12	4	8	7	14	16	12	13	10	0	8	20
MSTRG.10888	ENST00000219313.9	44	41	29	88	36	111	43	81	135	99	103	79	24	103	75
MSTRG.10644	ENST00000219315.9	0	0	0	1	1	2	0	2	1	1	1	7	0	2	1
MSTRG.10773	ENST00000219343.11	2	0	6	5	6	7	1	4	11	5	5	2	0	6	0
MSTRG.10765	ENST00000219345.10	3	3	0	3	4	0	4	3	7	7	5	5	3	4	2
MSTRG.10998	ENST00000219400.8	13	26	25	182	72	268	43	167	231	245	258	179	47	248	194
MSTRG.9919	ENST00000219431.4	14	11	7	5	13	9	12	16	27	22	29	7	3	5	10
MSTRG.11037	ENST00000219439.9	0	4	3	7	0	0	3	6	0	2	2	3	0	2	2
MSTRG.11045	ENST00000219473.12	13	7	9	9	15	15	10	10	6	20	12	4	3	9	6
MSTRG.10006	ENST00000219476.9	0	0	0	0	0	0	3	3	2	0	0	0	0	2	2
MSTRG.10119	ENST00000219478.11	1	0	0	2	0	3	0	2	1	2	4	7	2	0	4
MSTRG.9937	ENST00000219479.7	30	58	16	66	56	79	37	72	87	90	105	91	11	81	57
MSTRG.9937	ENST00000219481.10	0	1	0	0	1	0	7	3	3	0	12	3	0	0	6
MSTRG.9949	ENST00000219535.7	0	2	4	2	3	2	5	5	4	7	5	0	0	4	0
MSTRG.9944	ENST00000219548.9	9	6	5	13	9	25	7	18	29	15	15	20	4	19	10
MSTRG.9933	ENST00000219611.7	3	3	7	2	3	8	2	5	8	13	6	9	2	6	3
ENSG00000103415.12	ENST00000219700.10	9	1	3	4	4	7	3	6	9	12	2	7	1	9	9
MSTRG.10366	ENST00000219771.7	0	0	0	0	0	1	1	4	0	0	0	0	1	2	0
MSTRG.10372	ENST00000219782.11	25	35	22	20	35	43	22	23	45	48	33	16	4	31	19
MSTRG.10375	ENST00000219789.11	8	14	9	13	6	12	9	11	12	33	15	14	2	10	18
MSTRG.10447	ENST00000219794.11	19	10	7	30	10	11	7	16	19	20	24	12	2	30	6
MSTRG.10448	ENST00000219797.9	4	1	0	4	2	4	4	2	4	4	2	0	0	3	4
MSTRG.10242	ENST00000219837.12	5	6	2	11	7	9	8	10	6	18	21	17	5	10	8
MSTRG.9040	ENST00000219905.13	0	0	2	4	0	2	0	2	3	0	0	3	3	2	3
MSTRG.9551	ENST00000220003.14	14	14	3	18	12	5	13	8	18	25	14	12	2	13	8
MSTRG.9398	ENST00000220058.9	4	2	4	12	7	12	5	5	15	8	7	6	0	10	7
MSTRG.9050	ENST00000220325.9	40	29	26	49	48	43	47	27	28	34	28	21	2	26	14
MSTRG.9165	ENST00000220429.12	0	6	0	1	2	4	4	2	7	2	5	3	3	0	1
MSTRG.9010	ENST00000220496.9	4	8	6	10	4	12	4	3	14	16	5	5	3	8	10
MSTRG.9015	ENST00000220509.10	10	10	0	10	5	4	5	7	19	12	5	0	0	5	0
MSTRG.9127	ENST00000220531.9	20	5	4	4	11	12	2	6	16	23	13	8	2	5	3
MSTRG.25817	ENST00000220562.9	5	1	1	5	7	7	6	8	8	11	7	3	0	6	5
MSTRG.25643	ENST00000220584.9	54	35	26	77	46	143	27	83	128	118	120	63	15	87	58
MSTRG.26646	ENST00000220592.10	2	2	2	6	5	3	3	7	8	9	3	3	0	2	1
MSTRG.25894	ENST00000220659.11	5	4	4	2	1	7	4	1	14	3	1	7	0	5	3
MSTRG.26208	ENST00000220669.10	5	2	0	9	12	7	3	12	9	11	12	8	5	21	7
MSTRG.26244	ENST00000220751.5	4	3	2	4	6	4	2	4	7	8	7	14	0	6	8
MSTRG.26247	ENST00000220764.7	13	17	12	50	19	71	16	62	64	50	75	57	18	70	71
MSTRG.25968	ENST00000220809.9	3	6	2	18	9	27	5	5	9	12	8	9	0	7	3
MSTRG.26610	ENST00000220847.8	0	0	0	10	0	8	0	0	5	5	0	3	0	0	0
MSTRG.26460	ENST00000220849.10	34	26	17	74	32	59	34	48	71	66	70	44	25	46	53
MSTRG.26464	ENST00000220853.8	15	4	7	10	8	20	10	3	20	12	13	10	6	18	18
MSTRG.26644	ENST00000220913.10	13	5	11	10	13	18	7	7	21	9	16	7	0	9	7
MSTRG.26401	ENST00000220959.8	1	2	1	1	4	0	4	5	1	4	1	3	0	3	0
MSTRG.25834	ENST00000221114.8	15	11	7	43	19	64	9	44	67	64	58	51	11	72	46
MSTRG.25851	ENST00000221130.11	25	7	11	3	13	10	3	16	17	18	22	12	0	6	11
MSTRG.25854	ENST00000221138.9	47	20	19	38	28	13	27	23	33	31	35	22	3	32	14
MSTRG.13940	ENST00000221222.15	45	11	16	17	22	13	9	13	17	32	19	13	0	13	6
MSTRG.14308	ENST00000221233.9	2	3	3	13	9	26	11	20	19	19	23	25	7	31	19
MSTRG.13577	ENST00000221249.10	4	0	3	4	2	7	2	4	4	5	2	1	0	3	2
MSTRG.14351	ENST00000221264.8	9	7	0	20	13	12	1	10	15	12	6	8	0	11	9
MSTRG.14252	ENST00000221265.8	15	8	12	11	18	8	13	21	20	24	18	24	2	8	13
MSTRG.13579	ENST00000221283.10	3	2	0	10	2	0	5	4	11	18	8	4	2	5	9
MSTRG.14637	ENST00000221315.10	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0
ENSG00000128000.17	ENST00000221355.10	0	0	0	1	3	7	2	2	8	2	2	8	0	5	2
MSTRG.13746	ENST00000221363.8	3	3	0	5	3	4	5	3	4	11	4	3	1	4	0
MSTRG.14544	ENST00000221413.10	26	13	5	31	18	25	14	19	38	26	21	21	2	27	16
ENSG00000104823.9	ENST00000221418.9	17	20	11	31	20	53	4	66	104	82	69	58	16	70	45
ENSG00000104824.18	ENST00000221419.10	34	27	15	50	52	57	44	39	56	67	36	35	8	29	19
MSTRG.14242	ENST00000221431.11	6	4	3	0	3	3	8	4	6	8	8	6	0	10	7
MSTRG.14548	ENST00000221448.9	23	27	22	37	41	47	29	36	59	58	37	35	1	21	21
MSTRG.14398	ENST00000221462.9	0	0	0	5	3	0	2	0	0	3	0	0	0	0	0
MSTRG.14563	ENST00000221466.10	3	4	2	9	6	11	7	20	13	18	15	6	2	11	6
MSTRG.13762	ENST00000221486.6	16	13	7	17	14	36	18	26	23	37	24	30	8	35	32
MSTRG.13427	ENST00000221494.10	24	32	14	46	31	28	21	25	33	31	19	20	0	17	18
MSTRG.13783	ENST00000221504.12	5	3	0	10	16	15	0	7	8	9	5	4	0	2	2
MSTRG.14585	ENST00000221543.10	4	2	3	2	0	0	0	2	0	3	2	3	0	0	4
MSTRG.13789	ENST00000221554.13	8	0	2	2	3	0	3	5	6	1	7	2	1	2	1
MSTRG.13459	ENST00000221561.12	33	37	25	49	56	74	40	56	109	61	55	58	13	52	46
MSTRG.13451	ENST00000221566.7	3	5	12	11	8	5	5	6	14	17	14	11	6	7	0
MSTRG.13594	ENST00000221573.11	7	10	2	11	7	7	5	3	6	11	4	12	0	0	5
MSTRG.13793	ENST00000221576.4	30	27	17	43	50	62	22	44	75	70	74	69	17	49	65
MSTRG.14793	ENST00000221735.12	0	0	2	0	0	0	0	0	1	5	3	0	0	0	0
MSTRG.14054	ENST00000221770.7	9	6	7	10	6	19	4	7	17	8	13	7	0	9	5
MSTRG.14070	ENST00000221784.8	139	240	226	909	546	1485	402	1156	1676	1681	1594	1449	226	1368	1242
ENSG00000105202.9	ENST00000221801.8	121	64	69	91	136	86	70	82	157	167	121	106	12	88	72
MSTRG.14157	ENST00000221855.8	19	11	16	20	20	26	18	22	36	26	19	16	10	30	20
MSTRG.13497	ENST00000221856.11	0	0	2	7	5	0	0	5	11	6	2	2	0	0	3
MSTRG.14156	ENST00000221859.9	226	263	191	661	422	789	310	617	868	942	849	931	151	844	712
ENSG00000105298.14	ENST00000221899.7	4	3	0	3	0	4	0	0	0	2	2	2	0	2	0
MSTRG.14479	ENST00000221922.11	1	3	2	6	5	0	1	1	9	3	1	7	0	0	3
MSTRG.14302	ENST00000221930.6	2	4	1	4	0	3	3	4	4	3	4	0	2	10	2
MSTRG.14299	ENST00000221943.14	14	15	3	31	17	33	9	18	28	19	17	17	4	22	17
MSTRG.13528	ENST00000221957.9	39	21	16	46	49	25	19	23	42	46	26	26	5	38	24
MSTRG.14311	ENST00000221975.6	3665	5091	4321	19100	10587	27463	7550	23118	31403	33238	31701	31326	5886	30889	23835
MSTRG.13657	ENST00000222005.7	36	41	21	65	50	68	36	65	103	115	79	62	13	63	56
MSTRG.14314	ENST00000222008.11	23	35	40	40	58	84	57	112	201	177	132	45	8	37	64
MSTRG.13688	ENST00000222120.8	16	17	8	16	21	9	14	9	25	20	16	10	1	13	8
MSTRG.14528	ENST00000222145.9	19	8	4	22	18	18	15	10	14	33	10	15	6	14	9
MSTRG.13746	ENST00000222190.9	137	143	157	669	258	1185	211	899	1100	1141	1082	1012	209	1073	824
MSTRG.13765	ENST00000222214.10	0	0	0	1	2	0	0	1	2	10	7	5	0	2	0
MSTRG.13754	ENST00000222219.8	5	6	2	6	6	12	2	11	10	12	11	4	2	6	5
MSTRG.13896	ENST00000222247.10	1757	2724	2096	11057	5351	17395	3762	13073	16769	17961	17608	17265	3287	17616	13205
MSTRG.13897	ENST00000222250.5	0	2	3	3	3	0	2	2	4	5	4	0	0	0	0
MSTRG.13904	ENST00000222254.13	4	0	0	0	0	9	0	0	5	12	0	0	0	3	0
MSTRG.14149	ENST00000222266.2	32	39	30	73	68	133	33	83	124	121	111	111	16	96	68
MSTRG.14137	ENST00000222284.10	41	11	5	38	26	50	21	57	77	54	67	49	9	39	55
MSTRG.14134	ENST00000222305.8	11	8	9	6	17	14	15	17	14	12	16	23	1	10	7
MSTRG.13927	ENST00000222307.9	26	26	10	34	30	42	15	23	48	54	27	36	13	38	31
MSTRG.13923	ENST00000222308.8	8	8	8	14	7	10	5	20	14	20	19	11	2	7	13
MSTRG.14323	ENST00000222329.9	4	7	0	7	4	4	4	4	5	9	8	2	0	5	0
MSTRG.14323	ENST00000222330.8	13	9	7	17	5	11	10	8	19	13	10	12	0	8	3
MSTRG.14316	ENST00000222339.7	6	3	0	0	3	3	0	0	0	6	0	2	1	0	0
MSTRG.25536	ENST00000222388.6	0	0	0	2	1	3	2	3	0	8	2	1	0	1	2
MSTRG.25176	ENST00000222399.11	10	10	7	12	13	14	6	13	20	10	18	10	4	20	10
MSTRG.24640	ENST00000222402.8	3	5	0	2	2	2	0	3	0	2	0	4	0	4	0
MSTRG.24926	ENST00000222511.11	4	0	0	4	6	2	2	7	6	8	2	4	2	4	5
MSTRG.24960	ENST00000222543.11	31	20	19	30	36	33	21	56	55	60	57	37	9	37	27
MSTRG.24963	ENST00000222547.8	26	35	31	101	52	131	33	75	113	120	127	123	20	108	102
MSTRG.25158	ENST00000222553.8	6	6	2	9	4	3	3	10	22	16	6	7	0	7	3
MSTRG.24973	ENST00000222572.8	21	15	12	29	17	23	16	13	7	25	7	10	3	8	13
MSTRG.25165	ENST00000222574.9	5	0	2	6	4	5	6	0	7	14	5	7	0	6	4
MSTRG.25174	ENST00000222597.7	0	3	5	6	10	0	0	0	9	9	0	5	0	5	0
MSTRG.24461	ENST00000222644.10	6	2	5	0	0	0	0	2	2	0	2	2	0	0	3
MSTRG.24663	ENST00000222673.6	6	4	5	9	4	8	12	11	10	14	5	10	0	6	7
MSTRG.24670	ENST00000222690.10	12	7	3	11	11	10	5	9	4	6	4	6	2	6	5
MSTRG.25226	ENST00000222693.5	25	19	22	46	46	76	15	63	67	72	66	52	17	54	59
ENSG00000106003.14	ENST00000222725.10	0	4	0	8	2	5	0	0	2	6	0	3	0	0	0
MSTRG.24800	ENST00000222800.8	2	0	0	0	3	7	0	3	5	0	4	1	0	0	0
MSTRG.24521	ENST00000222803.10	8	0	5	6	7	7	8	10	3	8	6	7	0	4	9
MSTRG.24529	ENST00000222823.9	4	2	0	4	6	3	0	2	5	3	5	2	0	4	2
MSTRG.25014	ENST00000222969.10	32	30	22	131	55	232	22	156	216	241	221	183	45	202	153
MSTRG.24266	ENST00000222990.8	6	5	4	1	2	5	3	4	16	2	3	5	0	7	2
MSTRG.24325	ENST00000223029.8	22	7	5	16	19	43	12	43	32	39	51	30	10	43	30
MSTRG.25057	ENST00000223054.8	5	5	2	4	3	4	0	1	5	5	3	5	1	0	0
MSTRG.25289	ENST00000223073.6	2	6	3	13	3	5	0	0	3	15	9	4	0	4	2
MSTRG.24546	ENST00000223084.7	78	105	100	527	295	793	202	498	662	660	644	657	143	709	559
MSTRG.25073	ENST00000223095.5	379	235	167	413	335	384	230	311	395	434	336	190	60	240	206
MSTRG.25076	ENST00000223127.8	13	11	5	22	18	22	7	10	17	28	16	12	3	15	9
MSTRG.24351	ENST00000223129.8	97	124	77	469	259	565	165	390	474	458	504	502	95	566	450
MSTRG.25078	ENST00000223136.5	101	89	75	461	191	693	134	490	616	666	526	534	124	523	434
MSTRG.25345	ENST00000223208.10	6	3	2	5	4	5	3	3	4	8	4	2	0	6	6
MSTRG.25333	ENST00000223215.10	5	0	6	3	3	10	7	6	4	6	7	6	0	5	3
MSTRG.24611	ENST00000223273.7	2	2	6	23	7	36	5	50	52	49	53	44	4	62	35
MSTRG.25523	ENST00000223293.10	8	5	3	3	8	13	0	3	10	13	6	5	0	7	7
MSTRG.24631	ENST00000223321.9	40	56	43	414	161	826	56	626	679	794	777	663	204	836	653
MSTRG.24633	ENST00000223324.3	14	21	21	98	43	167	27	133	200	173	183	159	49	242	200
MSTRG.24635	ENST00000223336.11	6	4	6	27	13	49	3	22	25	27	26	22	7	30	23
MSTRG.24650	ENST00000223357.8	10	5	11	14	8	11	10	0	2	7	4	0	0	3	0
MSTRG.24794	ENST00000223368.7	13	5	3	8	8	10	3	12	14	24	15	12	2	4	7
MSTRG.24652	ENST00000223369.3	29	19	16	39	29	16	19	23	42	45	22	20	5	19	23
MSTRG.24806	ENST00000223398.11	0	2	3	2	5	2	7	6	8	7	2	2	0	0	5
MSTRG.26933	ENST00000223500.9	22	11	10	43	31	89	10	59	63	48	55	53	21	68	49
MSTRG.27418	ENST00000223528.6	4	0	0	5	2	0	2	0	0	10	0	2	0	0	0
MSTRG.27383	ENST00000223641.5	326	563	480	2250	1157	3593	860	3019	3978	4260	4005	3509	513	3540	2706
MSTRG.27619	ENST00000223836.10	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MSTRG.26761	ENST00000223864.7	11	2	4	13	7	36	4	26	40	44	32	42	8	48	31
MSTRG.27666	ENST00000223865.8	8	7	2	6	6	6	11	1	8	4	7	3	0	4	5
MSTRG.27794	ENST00000224073.6	222	256	235	1051	535	1747	353	1284	1628	1796	1639	1550	312	1704	1282
MSTRG.27730	ENST00000224140.6	7	2	2	5	3	8	3	9	4	8	4	4	0	5	3
MSTRG.3083	ENST00000224237.9	854	663	485	849	790	760	622	895	1391	1382	1011	898	160	991	799
MSTRG.4008	ENST00000224652.12	3	0	4	2	0	4	0	4	0	4	0	0	0	2	0
ENSG00000107771.17	ENST00000224756.12	8	8	5	0	5	6	7	3	12	3	4	3	0	3	3
MSTRG.3664	ENST00000224784.10	5	0	5	5	4	12	6	0	0	5	5	1	2	1	2
MSTRG.2934	ENST00000224949.9	14	8	11	24	7	15	8	12	15	25	14	16	4	10	8
MSTRG.3882	ENST00000224950.8	4	0	3	5	1	0	0	2	8	7	6	0	2	6	3
MSTRG.3595	ENST00000225174.8	16	11	8	18	15	14	22	21	19	31	18	12	0	21	14
MSTRG.11300	ENST00000225296.8	0	2	2	10	2	3	2	4	0	3	2	0	1	0	2
MSTRG.12177	ENST00000225298.12	4	16	2	5	6	7	6	11	12	19	6	10	1	6	8
MSTRG.11992	ENST00000225308.12	23	18	24	27	28	38	17	37	62	63	32	33	2	31	18
MSTRG.11684	ENST00000225388.9	7	5	3	2	6	9	3	3	12	19	12	12	0	4	3
MSTRG.11701	ENST00000225394.8	3	15	6	8	18	12	8	7	24	15	14	9	0	13	7
MSTRG.11849	ENST00000225430.9	754	1327	1135	6491	2505	10876	1683	8355	10441	10934	10411	9917	2203	11060	8792
MSTRG.12242	ENST00000225504.8	25	36	26	50	36	74	40	71	83	84	92	62	14	68	79
MSTRG.11231	ENST00000225525.4	39	22	13	92	55	114	49	99	127	153	105	83	37	104	84
MSTRG.12029	ENST00000225567.9	3	2	1	6	3	7	2	3	7	5	8	9	1	4	8
MSTRG.12062	ENST00000225573.5	3	1	2	2	0	2	3	0	2	12	6	1	0	5	3
MSTRG.11454	ENST00000225576.7	1	2	1	3	0	2	2	4	4	12	11	5	0	0	7
MSTRG.12288	ENST00000225577.9	7	5	2	7	6	6	5	13	9	6	5	8	0	5	10
MSTRG.12073	ENST00000225603.9	21	14	12	28	18	28	19	12	41	20	20	15	1	19	14
MSTRG.11473	ENST00000225609.10	0	0	0	3	1	2	0	0	2	7	2	1	5	4	4
MSTRG.12084	ENST00000225648.4	0	7	3	2	2	5	1	5	3	4	9	1	1	12	9
MSTRG.11275	ENST00000225655.6	743	692	352	1027	872	1655	626	1252	1740	1616	1494	1090	125	880	986
MSTRG.11273	ENST00000225665.12	3	3	7	11	9	19	11	4	16	31	19	10	4	19	10
MSTRG.11297	ENST00000225696.9	1	1	0	8	1	3	1	0	6	2	4	2	0	2	3
MSTRG.11300	ENST00000225698.8	63	41	29	40	70	57	45	54	126	135	83	61	19	61	44
MSTRG.11727	ENST00000225719.9	22	4	7	15	7	2	9	7	11	12	13	2	2	5	5
MSTRG.11728	ENST00000225724.9	4	8	3	9	7	25	5	7	20	21	15	10	4	20	12
MSTRG.12360	ENST00000225726.10	20	4	10	13	14	10	11	14	20	25	10	7	1	4	12
MSTRG.11315	ENST00000225728.8	58	57	58	330	124	491	91	323	451	474	418	371	84	492	326
MSTRG.11519	ENST00000225729.8	5	4	5	10	2	12	2	7	9	18	13	6	1	6	5
MSTRG.12608	ENST00000225777.8	10	7	6	24	13	28	8	29	43	36	35	29	9	19	40
MSTRG.12388	ENST00000225792.10	12	19	11	25	24	19	13	27	33	37	33	17	6	24	11
MSTRG.11804	ENST00000225831.4	68	56	45	571	228	929	134	742	845	891	841	1119	300	1474	1124
MSTRG.11903	ENST00000225916.10	1	4	2	6	7	0	1	6	5	9	2	1	0	3	5
MSTRG.11918	ENST00000225927.7	5	4	2	8	0	9	3	0	13	9	4	5	0	11	3
