gene_id	feature_id	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MSTRG.1439	ENST00000370521.8	8	2	0	11	0	6	3	9	7	7	2	6	0	5	5
MSTRG.28648	ENST00000370526.5	10	13	4	19	19	14	8	18	25	35	23	15	0	10	15
MSTRG.1430	ENST00000370542.1	6	3	7	12	9	10	4	5	7	4	2	0	0	3	3
MSTRG.1430	ENST00000370544.10	6	3	7	13	10	11	4	5	7	8	2	2	0	6	4
MSTRG.1426	ENST00000370550.10	5	4	7	9	5	5	10	4	11	11	7	9	0	0	3
MSTRG.1426	ENST00000370551.8	0	0	1	0	0	2	0	0	4	0	1	4	0	0	0
MSTRG.1425	ENST00000370554.5	25	13	11	18	14	25	15	20	40	54	31	30	0	30	22
MSTRG.28641	ENST00000370557.5	5	0	2	4	0	4	3	3	4	6	2	4	0	3	1
MSTRG.1424	ENST00000370558.8	42	26	35	56	36	49	24	32	71	65	43	37	8	53	31
MSTRG.17504	ENST00000370562.1	250	186	167	450	355	496	251	383	533	567	515	525	67	515	350
MSTRG.1418	ENST00000370566.7	1	0	0	0	0	5	1	0	0	0	1	0	0	2	0
MSTRG.23529	ENST00000370570.6	2	2	5	1	0	0	2	2	2	8	1	2	0	3	2
ENSG00000166024.14	ENST00000370584.7	3	2	3	2	0	2	0	2	0	0	2	0	0	4	0
MSTRG.17504	ENST00000370592.2	7	1	3	6	5	15	7	12	23	16	5	5	0	12	5
MSTRG.3761	ENST00000370597.8	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0
MSTRG.3759	ENST00000370610.7	0	0	0	2	5	0	0	3	0	3	7	0	0	1	0
MSTRG.3759	ENST00000370613.7	0	0	0	0	8	0	3	2	1	3	7	0	0	0	0
MSTRG.1413	ENST00000370625.1	0	1	0	0	0	1	1	3	5	2	8	3	1	3	1
MSTRG.1413	ENST00000370630.6	2	0	1	0	0	2	0	5	5	6	8	2	0	3	0
MSTRG.3756	ENST00000370631.4	6	7	1	4	4	8	3	10	14	15	5	3	4	9	3
MSTRG.3758	ENST00000370635.3	7	15	17	25	19	42	23	38	46	38	41	48	4	40	27
MSTRG.1413	ENST00000370641.3	424	585	494	2212	1166	3442	855	2482	3352	3603	3302	3015	502	2867	2376
MSTRG.1413	ENST00000370645.9	426	584	494	2212	1166	3441	855	2484	3353	3601	3302	3015	502	2867	2375
MSTRG.3756	ENST00000370649.3	0	0	1	2	0	0	0	0	0	4	3	0	0	0	0
MSTRG.1412	ENST00000370654.6	13	10	7	19	8	15	23	16	35	18	24	22	3	23	18
MSTRG.1412	ENST00000370656.5	3	6	3	1	3	4	14	3	12	8	7	4	1	6	5
MSTRG.28631	ENST00000370660.3	0	7	3	6	6	4	1	8	14	16	11	10	2	12	9
MSTRG.28631	ENST00000370661.5	0	7	4	6	6	4	0	8	14	15	11	10	2	12	8
MSTRG.28631	ENST00000370663.9	0	3	2	6	4	3	0	5	0	2	2	0	0	0	2
MSTRG.1401	ENST00000370680.5	1	0	0	0	0	0	2	0	6	0	1	0	0	0	1
MSTRG.28629	ENST00000370683.6	8	2	2	5	4	2	3	0	5	3	2	0	0	3	3
MSTRG.1401	ENST00000370685.7	3	2	4	15	7	4	8	12	20	21	15	4	0	10	3
MSTRG.1401	ENST00000370688.7	1	0	0	0	0	1	2	0	5	0	2	0	0	0	2
MSTRG.1401	ENST00000370689.6	5	3	3	13	9	5	7	10	17	18	15	2	2	12	3
MSTRG.17501	ENST00000370691.6	2	0	0	0	2	0	0	2	7	15	4	2	0	4	2
MSTRG.28628	ENST00000370695.8	0	0	0	2	0	2	0	0	2	6	0	0	0	0	0
MSTRG.28628	ENST00000370698.7	1	0	0	2	0	2	0	0	0	5	0	0	0	0	0
MSTRG.23491	ENST00000370706.9	4	0	0	2	4	1	2	1	0	3	1	0	0	0	0
MSTRG.23491	ENST00000370708.8	0	0	1	2	1	1	1	2	2	7	3	2	1	0	1
MSTRG.23491	ENST00000370710.10	1	0	0	0	1	2	0	1	7	0	0	0	0	0	0
MSTRG.1392	ENST00000370713.5	3	2	2	0	0	2	0	0	1	0	2	0	0	0	0
MSTRG.1392	ENST00000370717.6	3	0	1	0	0	0	2	0	0	0	1	0	0	0	0
MSTRG.1392	ENST00000370728.5	0	1	3	0	2	1	1	0	1	0	1	0	0	1	2
MSTRG.23489	ENST00000370733.5	7	2	4	5	3	6	1	5	15	10	9	10	1	11	7
MSTRG.1386	ENST00000370742.4	68	25	19	33	41	31	24	39	73	67	63	58	10	53	28
MSTRG.1384	ENST00000370747.9	3	6	2	3	2	8	2	7	13	8	8	12	0	14	14
MSTRG.1371	ENST00000370751.10	3	0	0	4	0	0	0	0	3	4	0	5	0	10	3
MSTRG.1375	ENST00000370759.4	7	12	5	7	2	8	2	2	8	11	7	5	7	1	4
MSTRG.1375	ENST00000370763.6	26	16	14	17	22	11	16	20	43	61	20	25	6	27	16
MSTRG.1374	ENST00000370767.5	18	16	18	30	32	29	25	34	31	54	24	24	4	34	23
MSTRG.1374	ENST00000370768.7	20	19	18	37	36	32	29	35	32	56	24	25	4	37	24
MSTRG.28625	ENST00000370775.3	20	17	13	49	32	74	21	59	72	94	64	54	7	76	60
MSTRG.28620	ENST00000370777.1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
MSTRG.28620	ENST00000370779.8	0	0	0	1	0	2	0	1	2	0	0	0	0	4	0
MSTRG.3750	ENST00000370782.6	2	5	2	7	13	5	5	6	10	11	11	9	0	3	7
MSTRG.28620	ENST00000370783.8	0	1	2	3	1	6	0	3	6	5	0	3	2	4	4
MSTRG.23485	ENST00000370788.6	4	5	5	5	0	7	0	7	8	9	8	6	0	8	1
MSTRG.28618	ENST00000370790.5	5	8	4	6	5	2	2	3	5	6	4	0	1	1	0
MSTRG.1365	ENST00000370792.7	3	0	0	0	0	2	0	0	5	2	0	0	0	3	2
MSTRG.1365	ENST00000370793.5	3	0	7	7	0	3	6	2	6	18	7	2	0	8	2
MSTRG.1365	ENST00000370794.7	3	0	5	7	0	3	6	3	7	18	6	1	0	8	2
MSTRG.1355	ENST00000370798.5	0	0	0	0	0	3	0	0	0	6	0	0	0	1	3
MSTRG.1355	ENST00000370801.8	4	2	5	5	6	7	3	2	0	20	8	0	0	2	9
MSTRG.28605	ENST00000370803.8	2	4	2	7	5	5	2	3	7	0	2	3	0	0	2
MSTRG.1351	ENST00000370812.8	4	0	0	11	4	9	3	11	11	13	22	5	3	10	3
MSTRG.17496	ENST00000370823.8	0	0	0	5	0	1	0	3	9	4	5	5	0	4	3
MSTRG.1343	ENST00000370826.3	0	0	0	1	0	1	0	1	3	0	0	1	0	0	0
MSTRG.3752	ENST00000370842.6	2	2	1	7	7	2	0	2	5	9	3	4	0	2	4
MSTRG.3752	ENST00000370846.8	3	4	2	6	5	4	0	6	6	8	2	6	0	0	5
MSTRG.17494	ENST00000370848.8	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0
MSTRG.3752	ENST00000370854.7	4	3	2	6	5	7	0	4	7	8	2	6	0	2	3
MSTRG.17493	ENST00000370858.3	2	3	4	7	4	8	3	1	7	10	11	1	1	2	2
MSTRG.17493	ENST00000370861.1	0	0	0	1	3	2	0	1	3	3	0	0	0	0	2
MSTRG.1342	ENST00000370867.8	8	0	0	6	3	9	5	14	16	7	11	6	5	8	12
MSTRG.1341	ENST00000370872.7	1	1	7	0	7	7	1	1	1	1	0	2	0	0	1
MSTRG.17493	ENST00000370873.9	140	137	86	594	231	1021	110	583	823	868	805	614	147	689	673
MSTRG.28602	ENST00000370874.2	5	3	2	3	4	5	3	4	8	7	2	2	2	7	4
MSTRG.23478	ENST00000370876.6	0	0	2	0	0	0	0	0	0	4	2	0	2	0	2
MSTRG.3751	ENST00000370884.5	0	0	5	3	0	1	1	0	0	1	0	0	0	0	0
MSTRG.3751	ENST00000370885.8	11	14	11	7	14	23	10	13	15	26	11	10	8	9	13
MSTRG.3751	ENST00000370886.9	10	15	14	9	10	29	7	12	12	24	9	10	5	11	12
MSTRG.1337	ENST00000370894.9	1	0	0	1	2	3	0	2	4	10	4	4	0	3	0
MSTRG.1337	ENST00000370895.5	0	0	0	0	0	3	0	0	2	3	0	0	0	0	0
MSTRG.1337	ENST00000370898.9	0	0	0	0	2	8	0	2	9	15	6	4	0	5	3
MSTRG.1337	ENST00000370899.7	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0
MSTRG.3751	ENST00000370902.8	13	24	19	83	31	160	22	117	122	139	108	104	29	122	117
MSTRG.23470	ENST00000370913.5	8	8	11	36	20	48	13	72	97	75	73	67	10	96	60
MSTRG.23470	ENST00000370918.8	22	22	9	23	22	28	24	22	27	23	30	20	0	16	20
MSTRG.1325	ENST00000370920.8	7	5	7	7	13	17	7	11	15	9	4	9	1	13	6
MSTRG.28596	ENST00000370927.5	0	7	0	3	0	0	0	0	1	11	1	3	0	1	0
MSTRG.28596	ENST00000370935.5	0	7	0	3	2	0	0	0	0	11	0	3	0	0	0
MSTRG.23469	ENST00000370939.7	3	4	0	3	2	0	0	0	7	7	6	4	1	2	0
MSTRG.1322	ENST00000370940.8	2	0	2	6	0	3	0	16	21	16	16	17	3	22	17
ENSG00000118454.13	ENST00000370944.9	10	5	1	2	3	1	4	6	0	4	6	1	0	2	2
MSTRG.1320	ENST00000370949.2	18	17	11	14	11	11	10	11	9	16	11	4	2	16	4
MSTRG.1320	ENST00000370950.7	17	13	11	17	10	13	10	15	4	10	11	4	2	14	9
MSTRG.1320	ENST00000370951.5	4	1	1	1	3	5	0	2	0	2	0	0	0	3	0
MSTRG.23466	ENST00000370959.1	0	1	0	0	0	1	0	0	0	3	2	3	0	1	0
MSTRG.23466	ENST00000370963.9	4	3	3	8	3	16	9	11	9	18	12	13	4	7	10
MSTRG.1308	ENST00000370966.9	7	5	5	5	7	13	6	2	15	5	5	5	0	4	8
MSTRG.1303	ENST00000370971.1	3	4	4	7	4	6	6	4	4	4	4	8	2	6	5
MSTRG.1303	ENST00000370973.2	2	2	1	0	1	2	3	0	0	3	0	2	0	0	0
MSTRG.1303	ENST00000370976.7	22	15	6	12	15	10	14	11	24	20	16	12	2	11	9
MSTRG.1297	ENST00000370982.4	29	35	29	51	41	79	35	43	56	68	66	56	7	56	39
MSTRG.1293	ENST00000370985.4	6	8	8	9	9	25	15	9	16	20	23	14	0	8	14
MSTRG.1293	ENST00000370986.9	7	8	8	9	8	22	12	10	20	21	20	14	0	8	17
MSTRG.1291	ENST00000370990.5	33	47	25	50	48	46	48	38	39	45	40	45	7	50	36
MSTRG.3746	ENST00000370992.9	3	2	0	4	3	5	3	5	4	3	15	2	0	3	0
MSTRG.1291	ENST00000370994.8	77	63	45	87	82	81	73	63	85	100	63	58	14	84	52
MSTRG.1291	ENST00000370995.6	72	59	44	83	81	77	69	60	81	84	64	60	14	80	52
MSTRG.1296	ENST00000371012.6	0	0	0	3	0	1	0	2	3	8	2	1	0	2	1
MSTRG.1296	ENST00000371014.5	5	0	2	5	5	3	2	6	4	12	4	6	0	7	1
MSTRG.1296	ENST00000371016.5	5	0	3	5	2	6	0	5	4	17	7	8	0	8	3
MSTRG.1296	ENST00000371018.7	4	0	0	3	4	3	0	8	7	15	5	8	0	9	2
MSTRG.3744	ENST00000371019.4	5	7	0	8	10	5	4	10	15	10	11	6	0	7	9
MSTRG.17475	ENST00000371033.9	5	1	3	9	5	0	2	2	6	4	4	3	1	8	4
MSTRG.1280	ENST00000371045.9	20	14	14	19	23	25	22	12	32	11	15	9	1	21	9
MSTRG.1276	ENST00000371059.7	2	1	3	6	0	2	0	3	2	1	4	5	0	2	2
MSTRG.1276	ENST00000371060.7	2	1	2	9	0	3	0	1	4	0	4	5	0	3	2
MSTRG.28585	ENST00000371064.7	0	1	0	2	0	0	0	0	0	1	0	0	0	1	3
MSTRG.1276	ENST00000371065.9	15	6	7	28	15	13	10	20	39	23	17	14	2	14	11
MSTRG.23460	ENST00000371068.11	0	0	0	2	0	4	1	2	0	2	0	1	0	1	0
MSTRG.17465	ENST00000371075.7	26	11	13	33	28	25	15	19	38	29	35	22	8	21	12
MSTRG.17465	ENST00000371081.5	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
MSTRG.1274	ENST00000371083.4	8	2	3	3	0	4	5	5	9	9	6	0	0	3	2
MSTRG.1274	ENST00000371084.8	8	2	3	3	1	4	5	5	9	9	6	1	1	3	2
MSTRG.17465	ENST00000371085.8	27	13	13	33	24	26	20	28	44	34	36	25	5	32	9
MSTRG.1263	ENST00000371092.7	5	3	3	23	7	52	1	22	11	30	33	24	11	38	22
MSTRG.17465	ENST00000371095.7	34	25	16	30	27	27	17	34	38	36	35	29	3	32	16
MSTRG.17465	ENST00000371100.9	25	23	15	46	19	28	15	23	31	25	28	15	5	16	19
MSTRG.17465	ENST00000371102.8	28	20	15	36	23	29	12	25	39	29	34	25	7	23	21
MSTRG.3737	ENST00000371103.8	0	0	0	0	4	1	1	0	0	0	1	0	0	1	0
ENSG00000122126.18	ENST00000371113.9	4	2	0	2	4	3	3	4	3	0	5	7	3	3	6
MSTRG.1249	ENST00000371120.7	2	2	0	4	4	2	1	0	4	6	5	0	0	2	3
MSTRG.28582	ENST00000371121.5	0	2	6	3	3	4	9	0	0	5	4	0	0	0	6
MSTRG.28582	ENST00000371122.8	0	2	6	3	3	4	9	0	0	5	4	0	0	0	6
MSTRG.28582	ENST00000371123.5	0	2	6	3	3	4	9	1	1	5	4	0	1	1	6
MSTRG.17457	ENST00000371132.8	8	0	3	0	5	6	2	1	0	7	7	0	0	4	3
MSTRG.17457	ENST00000371141.8	9	0	3	0	5	6	0	2	0	7	6	0	0	4	3
MSTRG.3733	ENST00000371142.9	25	33	20	38	45	24	39	31	45	41	42	20	6	16	19
MSTRG.28559	ENST00000371144.7	7	2	0	9	4	5	0	2	3	1	7	4	0	5	0
MSTRG.28559	ENST00000371145.8	10	3	0	6	2	4	0	0	5	0	4	4	0	3	2
MSTRG.1243	ENST00000371146.5	6	4	3	7	12	7	7	3	6	8	10	5	0	7	6
MSTRG.28559	ENST00000371157.7	10	4	0	8	2	4	0	1	5	0	4	2	0	7	4
MSTRG.28559	ENST00000371160.5	4	5	1	4	1	2	1	2	3	3	7	2	0	5	2
MSTRG.15838	ENST00000371162.4	0	0	0	0	0	2	1	2	0	0	0	0	0	3	0
MSTRG.1241	ENST00000371177.2	0	2	0	2	2	2	2	2	1	0	2	0	0	4	0
MSTRG.1241	ENST00000371178.5	0	1	0	1	3	4	1	4	3	0	2	1	0	4	0
MSTRG.1241	ENST00000371180.7	4	4	1	23	11	66	10	39	43	32	33	28	12	52	23
MSTRG.1235	ENST00000371184.6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MSTRG.28554	ENST00000371199.8	4	1	1	1	3	1	3	2	12	8	4	3	0	9	1
MSTRG.3724	ENST00000371205.5	7	4	5	4	4	3	2	0	1	2	0	4	1	2	2
MSTRG.3724	ENST00000371207.8	6	3	3	2	2	1	1	0	1	0	0	3	1	0	2
MSTRG.3723	ENST00000371217.10	7	4	4	6	3	5	4	5	17	12	5	2	0	8	6
MSTRG.3722	ENST00000371221.3	10	7	0	18	14	8	8	16	14	22	22	14	7	16	17
MSTRG.3722	ENST00000371224.7	10	7	1	18	14	8	8	16	14	22	22	14	7	16	17
ENSG00000095637.23	ENST00000371227.8	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0
MSTRG.17446	ENST00000371242.6	18	10	2	25	12	12	7	8	21	24	17	5	2	12	3
ENSG00000095637.23	ENST00000371246.6	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
ENSG00000095637.23	ENST00000371247.7	0	0	0	0	0	0	0	3	0	2	0	0	0	2	0
ENSG00000095637.23	ENST00000371249.6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MSTRG.1182	ENST00000371269.9	93	57	56	65	54	65	78	51	114	91	67	42	11	52	49
MSTRG.1180	ENST00000371281.4	2	6	6	8	4	17	4	3	19	10	4	14	1	7	8
MSTRG.1180	ENST00000371284.9	1	6	6	6	4	17	4	3	19	10	4	14	0	7	8
ENSG00000171155.8	ENST00000371313.2	7	2	10	21	7	14	11	15	26	16	14	14	2	11	4
MSTRG.28550	ENST00000371315.3	35	18	16	32	30	41	15	21	35	42	41	25	3	22	31
MSTRG.28550	ENST00000371317.10	41	50	35	173	98	360	40	205	293	281	333	233	57	307	239
MSTRG.1177	ENST00000371319.8	7	13	7	18	10	20	15	11	12	22	9	10	2	15	8
MSTRG.28549	ENST00000371322.11	14	7	0	19	9	9	13	6	3	18	8	9	0	6	12
MSTRG.28549	ENST00000371323.3	9	5	2	2	8	1	4	4	7	5	2	3	3	3	4
MSTRG.3720	ENST00000371327.3	7	2	0	2	1	0	2	0	4	0	0	0	0	0	0
MSTRG.28548	ENST00000371335.4	7	7	11	28	9	10	7	13	23	29	13	12	3	16	13
MSTRG.1170	ENST00000371337.3	1	3	0	0	0	1	0	0	0	2	4	0	0	1	1
MSTRG.1170	ENST00000371341.5	18	15	8	32	15	38	8	15	32	35	32	23	5	31	19
MSTRG.1170	ENST00000371344.5	23	23	13	36	27	33	15	19	33	39	32	28	6	37	29
MSTRG.1170	ENST00000371348.5	23	23	13	39	28	35	15	19	34	39	34	30	6	38	30
MSTRG.17439	ENST00000371356.6	12	5	7	21	13	6	16	6	11	10	2	5	0	7	2
MSTRG.1169	ENST00000371370.8	5	3	4	2	7	4	6	0	16	5	14	2	0	10	8
MSTRG.1168	ENST00000371377.3	2	0	0	1	0	1	1	2	4	0	1	0	0	0	1
MSTRG.1168	ENST00000371378.6	2	0	1	2	1	3	1	3	5	7	2	1	1	2	6
MSTRG.17438	ENST00000371384.4	12	14	17	14	22	22	18	20	20	11	27	22	3	19	11
MSTRG.1167	ENST00000371399.5	3	4	3	0	2	0	0	3	15	10	3	3	1	3	2
MSTRG.28537	ENST00000371410.5	5	10	8	8	9	9	2	4	17	12	5	3	5	2	7
MSTRG.27829	ENST00000371417.4	0	2	0	0	0	1	0	3	0	1	0	0	0	4	2
MSTRG.17434	ENST00000371419.7	151	185	184	741	393	1061	313	622	885	866	865	889	174	915	691
MSTRG.27828	ENST00000371421.9	0	0	3	0	0	0	2	1	3	5	2	0	0	4	0
MSTRG.28534	ENST00000371442.4	3	5	2	8	5	7	0	11	13	19	18	15	1	18	8
MSTRG.27825	ENST00000371443.6	48	39	20	31	38	56	18	39	79	58	53	59	7	34	42
MSTRG.23435	ENST00000371459.6	0	4	4	2	0	6	0	2	5	5	6	3	1	4	4
MSTRG.23435	ENST00000371460.5	1	5	4	2	1	6	0	3	5	5	7	3	2	4	4
MSTRG.1155	ENST00000371466.4	19	15	18	69	48	83	22	68	75	110	98	92	20	91	47
MSTRG.1155	ENST00000371470.8	31	32	42	212	99	277	48	273	267	304	320	264	47	295	219
ENSG00000165802.23	ENST00000371472.6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000165802.23	ENST00000371473.7	4	2	0	2	1	0	0	0	1	4	0	0	0	2	0
ENSG00000165802.23	ENST00000371474.7	4	2	0	2	0	0	0	0	0	4	0	0	0	2	0
ENSG00000165802.23	ENST00000371475.9	4	2	1	2	0	0	0	0	0	4	1	0	0	2	0
MSTRG.3714	ENST00000371485.8	18	7	4	14	14	5	13	3	18	8	4	6	0	4	7
MSTRG.1151	ENST00000371486.4	0	0	0	1	2	0	0	1	3	4	2	0	0	0	0
MSTRG.3713	ENST00000371488.3	0	0	0	5	0	0	10	0	2	5	6	0	2	2	0
MSTRG.3713	ENST00000371489.5	0	0	0	5	0	0	10	2	3	5	6	1	2	3	0
MSTRG.1145	ENST00000371509.8	5	4	3	7	8	9	3	10	9	11	23	13	0	12	4
MSTRG.1145	ENST00000371514.8	18	8	9	23	17	29	8	26	32	29	40	26	8	30	18
MSTRG.17411	ENST00000371515.8	3	0	0	2	0	0	3	2	5	4	0	0	0	5	0
MSTRG.1142	ENST00000371520.5	0	0	0	2	0	0	0	0	2	3	1	0	0	0	0
MSTRG.1142	ENST00000371522.9	2	0	0	3	0	3	0	0	1	2	3	1	0	0	1
MSTRG.17411	ENST00000371523.8	0	1	0	8	2	1	1	1	3	7	4	0	0	8	1
MSTRG.1137	ENST00000371538.5	0	6	3	14	7	19	4	6	9	20	11	6	7	12	16
MSTRG.3710	ENST00000371552.8	15	16	15	17	32	13	16	33	51	57	36	12	4	32	28
MSTRG.23426	ENST00000371554.2	119	108	88	171	156	175	109	140	256	230	204	149	25	168	132
MSTRG.28527	ENST00000371558.7	16	19	14	62	31	97	17	101	104	109	107	71	13	67	83
MSTRG.17407	ENST00000371564.8	5	4	4	3	5	0	2	0	3	2	3	0	0	2	2
MSTRG.1120	ENST00000371566.1	0	1	0	0	2	5	7	2	2	0	0	3	0	7	2
MSTRG.1120	ENST00000371568.8	1	0	0	1	3	5	7	2	2	0	0	3	0	8	2
MSTRG.28527	ENST00000371569.6	13	6	0	5	6	9	4	14	7	25	7	8	0	5	9
MSTRG.27811	ENST00000371579.7	16	8	8	9	6	14	16	13	28	42	18	13	3	20	16
MSTRG.3706	ENST00000371581.9	1	3	1	10	0	1	2	2	3	3	0	5	0	1	6
MSTRG.17403	ENST00000371582.8	11	12	6	33	18	47	10	24	43	34	26	29	22	32	35
MSTRG.17403	ENST00000371584.9	1	7	4	6	1	5	3	1	15	8	7	9	3	7	11
MSTRG.1131	ENST00000371586.6	6	0	4	4	2	0	0	0	3	3	3	0	2	0	2
MSTRG.27809	ENST00000371587.9	1	1	4	2	1	4	1	1	2	4	0	0	0	0	3
MSTRG.17403	ENST00000371588.10	11	11	5	36	16	46	9	25	35	31	24	31	19	34	35
MSTRG.27809	ENST00000371589.9	2	4	3	2	1	3	0	1	4	1	2	0	0	3	5
MSTRG.27803	ENST00000371600.7	22	13	6	20	5	8	13	15	23	33	19	12	2	9	9
MSTRG.27803	ENST00000371601.5	24	13	6	20	7	14	14	15	23	34	21	12	2	12	9
MSTRG.17400	ENST00000371602.9	6	8	8	13	8	12	8	9	8	10	13	0	0	6	3
MSTRG.17398	ENST00000371608.8	0	2	3	1	0	0	0	2	4	3	4	1	0	3	0
MSTRG.1108	ENST00000371614.2	4	0	0	2	1	2	1	2	0	5	2	0	2	2	6
MSTRG.27800	ENST00000371620.4	7	0	5	11	11	10	6	9	6	6	5	4	0	5	4
MSTRG.17394	ENST00000371621.5	5	3	5	4	7	5	8	6	9	8	8	8	1	4	6
MSTRG.1108	ENST00000371626.9	20	10	7	25	14	24	17	23	35	40	24	28	9	32	27
MSTRG.23426	ENST00000371646.10	145	127	103	219	182	213	124	169	275	282	228	170	33	207	148
MSTRG.27794	ENST00000371648.4	65	80	43	129	118	122	97	81	140	172	119	134	16	160	77
MSTRG.27794	ENST00000371649.5	229	260	242	1060	556	1814	368	1351	1715	1868	1706	1582	313	1730	1341
MSTRG.17387	ENST00000371650.9	9	14	4	14	23	33	11	14	26	30	12	12	0	29	12
MSTRG.17387	ENST00000371652.9	11	14	4	15	27	33	11	15	26	39	12	12	0	29	12
MSTRG.17387	ENST00000371656.3	9	14	4	14	22	32	11	14	25	30	11	11	0	29	12
MSTRG.17387	ENST00000371657.9	60	30	17	37	46	39	47	53	49	61	49	33	7	27	32
MSTRG.27788	ENST00000371661.5	198	256	224	1099	523	1613	327	1210	1554	1735	1746	1580	296	1672	1146
MSTRG.27790	ENST00000371663.10	27	30	21	15	29	27	32	31	50	59	37	40	2	22	25
MSTRG.28518	ENST00000371666.8	10	7	5	10	8	5	13	19	23	14	6	12	1	11	6
MSTRG.27790	ENST00000371671.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MSTRG.17387	ENST00000371674.8	66	63	46	183	94	262	65	197	230	242	272	234	63	257	197
MSTRG.17387	ENST00000371677.7	48	37	24	114	58	128	58	109	125	134	128	129	29	146	103
MSTRG.27786	ENST00000371691.5	51	40	22	55	49	48	38	37	65	57	42	40	8	42	44
MSTRG.27786	ENST00000371692.9	49	41	22	55	47	49	40	39	67	60	44	38	8	42	46
MSTRG.3689	ENST00000371697.4	215	246	164	484	413	506	292	502	647	814	758	589	127	643	369
MSTRG.27783	ENST00000371698.3	9	5	7	22	13	10	11	11	17	25	10	8	3	7	8
MSTRG.27783	ENST00000371699.5	9	6	7	24	14	9	12	11	18	28	10	10	2	7	8
MSTRG.3687	ENST00000371703.8	13	8	13	43	22	72	8	32	51	27	33	42	15	37	33
MSTRG.27778	ENST00000371706.8	9	5	4	11	3	5	5	5	8	9	9	4	0	4	1
MSTRG.23425	ENST00000371708.1	20	24	15	25	27	34	19	25	28	37	25	15	0	36	14
MSTRG.23425	ENST00000371713.6	9	27	13	26	29	32	18	23	38	38	31	16	6	33	22
MSTRG.1112	ENST00000371714.5	15	8	12	26	19	20	12	10	21	26	17	23	2	16	14
MSTRG.27772	ENST00000371717.8	6	2	4	6	10	2	3	7	7	3	6	5	0	3	3
MSTRG.23425	ENST00000371724.6	20	28	12	34	23	34	20	23	28	38	33	18	6	33	21
MSTRG.27771	ENST00000371725.7	10	10	0	3	5	0	0	8	3	13	10	6	0	7	8
MSTRG.3679	ENST00000371728.8	5	4	0	8	2	5	0	0	2	7	0	0	0	0	3
MSTRG.1102	ENST00000371730.6	5	7	2	0	0	2	10	5	3	5	5	7	3	5	0
MSTRG.1102	ENST00000371733.8	7	5	0	2	0	4	9	4	3	5	3	6	3	6	0
MSTRG.27769	ENST00000371738.4	8	13	0	6	9	13	6	9	9	9	7	2	0	5	5
MSTRG.27769	ENST00000371739.3	8	13	1	6	9	9	6	9	8	9	7	2	1	5	5
MSTRG.23425	ENST00000371740.10	0	1	0	1	0	2	0	0	3	0	3	1	0	1	0
MSTRG.17377	ENST00000371743.8	264	370	264	1140	594	1671	467	1595	2246	2309	2095	2058	394	2116	1463
MSTRG.17376	ENST00000371744.5	0	0	0	1	0	1	0	3	5	0	2	1	0	0	1
MSTRG.17376	ENST00000371752.5	5	2	3	6	3	2	5	8	9	9	11	14	2	9	2
MSTRG.27764	ENST00000371753.5	9	1	1	11	12	2	2	6	7	10	2	7	0	11	5
MSTRG.17376	ENST00000371754.8	0	0	0	0	0	0	0	3	5	0	2	0	0	0	0
MSTRG.23425	ENST00000371755.9	20	32	18	27	25	45	14	21	33	37	24	21	3	29	24
MSTRG.27763	ENST00000371756.4	7	3	5	11	10	15	3	4	15	11	12	8	2	14	6
MSTRG.1096	ENST00000371761.4	8	4	4	9	9	6	7	8	9	15	12	9	0	17	9
MSTRG.27760	ENST00000371785.5	12	7	6	11	12	22	5	15	23	18	25	19	5	15	16
MSTRG.17373	ENST00000371792.5	13	4	12	18	13	12	7	5	14	16	8	4	3	8	7
MSTRG.17373	ENST00000371802.5	10	5	10	16	10	13	8	9	16	12	6	5	3	6	6
MSTRG.3668	ENST00000371811.4	3	0	0	0	0	0	0	0	1	0	0	0	0	3	1
MSTRG.27752	ENST00000371817.8	12	13	8	14	4	5	6	14	15	20	13	0	0	12	4
MSTRG.3668	ENST00000371818.9	2	0	0	0	0	0	1	1	0	1	0	0	0	4	0
MSTRG.27752	ENST00000371820.4	12	13	8	14	4	5	6	14	15	20	13	0	0	12	4
MSTRG.28513	ENST00000371822.9	9	2	4	12	6	5	0	4	0	4	0	1	0	4	2
MSTRG.28513	ENST00000371825.7	9	2	4	12	6	5	0	4	0	4	0	1	0	5	2
MSTRG.17373	ENST00000371828.7	18	9	16	35	29	21	15	16	20	33	21	18	3	6	12
MSTRG.13813	ENST00000371835.8	5	1	2	7	2	3	3	3	10	10	2	9	1	10	3
MSTRG.3666	ENST00000371837.5	2	3	0	2	4	6	3	6	4	9	10	7	0	5	6
