gene_id	gene_name	sample02	sample03	sample04	sample09	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
ENSG00000282954.2	FBXO17	5	7	8	21	19	12	9	12	17	26	26	12	2	13	9
ENSG00000282958.5	HNRNPR	96	110	92	143	168	81	131	69	118	188	100	106	28	110	77
ENSG00000282967.5	HTN3	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0
ENSG00000282976.1	ENSG00000282976	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000282986.2	EIF3K	290	194	193	776	351	1362	242	906	1196	1298	1288	1122	198	1052	994
ENSG00000282990.1	ENSG00000282990	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283009.3	ZNF436	2	0	0	0	12	6	4	6	1	0	0	0	0	0	0
ENSG00000283018.1	MRPS12	60	33	33	56	94	125	42	112	165	159	123	114	25	115	117
ENSG00000283020.1	DUX4L37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283025.1	ENSG00000283025	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283033.1	ENSG00000283033	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283046.5	HTN1	2	0	4	2	0	2	1	0	0	0	0	0	0	0	0
ENSG00000283049.2	ENSG00000283049	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283056.2	ZG16B	0	0	0	2	0	0	0	1	4	1	0	1	0	4	0
ENSG00000283059.3	KLLN	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ENSG00000283060.2	ID3	116	64	59	132	111	255	93	172	225	239	190	103	27	115	117
ENSG00000283068.2	IBTK	21	16	13	18	34	1	20	24	32	10	14	10	2	12	1
ENSG00000283082.1	LGALS7	0	0	0	2	2	0	0	0	1	0	2	2	0	0	0
ENSG00000283085.3	TPBG	6	3	4	15	6	16	1	1	13	0	0	15	1	12	0
ENSG00000283100.2	SIRT2	38	20	22	25	53	29	22	32	63	52	57	42	1	58	34
ENSG00000283104.3	SARS2	19	17	8	4	12	14	25	9	25	24	24	19	1	29	17
ENSG00000283106.3	ZNF436-AS1	0	9	0	1	1	0	0	0	4	21	0	1	0	0	3
ENSG00000283124.4	LINC01355	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283153.2	FRG1	13	32	11	79	49	107	31	50	91	90	107	74	18	97	55
ENSG00000283169.1	ACER2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000283192.1	INO80D-AS1	1	0	0	0	1	1	0	3	0	4	6	0	0	2	3
ENSG00000283199.3	C13orf46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283239.1	KBTBD11-OT1	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0
ENSG00000283240.1	ENSG00000283240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283246.1	MEP1AP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000283265.1	ENSG00000283265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000283276.1	ENSG00000283276	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283284.4	CYP2D6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283286.2	ENSG00000283286	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000283294.2	ENSG00000283294	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283302.3	C13orf46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283345.1	MPHOSPH10P3	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0
ENSG00000283361.3	CFAP97D2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000283378.1	CNTNAP3C	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000283384.1	ENSG00000283384	0	1	0	0	0	2	0	3	5	2	3	1	0	0	3
ENSG00000283391.3	EEF1B2	1061	1052	649	3536	1597	5734	974	4970	5710	6727	5626	5288	1288	6127	4692
ENSG00000283403.1	ENSG00000283403	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000283415.2	ENSG00000283415	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000283421.1	ENSG00000283421	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000283422.1	LINC02452	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
ENSG00000283433.1	RNA5SP532	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283434.2	CSNKA2IP	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000283447.3	NDUFS1	24	29	7	36	28	47	20	20	63	28	36	27	1	16	23
ENSG00000283448.2	CMKLR2	1	0	0	0	0	4	0	1	1	1	0	0	0	0	0
ENSG00000283453.3	PRIM2BP	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283503.4	LINC01902	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0
ENSG00000283510.2	INO80D	0	2	0	0	1	1	1	1	0	1	1	1	0	3	0
ENSG00000283541.1	ENSG00000283541	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000283544.1	ENSG00000283544	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283570.1	DUX4L8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283589.4	GOLGA8N	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283624.1	ENSG00000283624	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
ENSG00000283630.3	FRG1	14	33	15	91	55	118	34	56	99	98	112	86	18	102	61
ENSG00000283649.5	ZDBF2	0	6	1	0	6	1	1	0	8	9	0	0	0	0	1
ENSG00000283660.1	RPL23AP84	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283662.1	ENSG00000283662	5	1	9	1	0	1	2	5	2	0	1	0	0	0	0
ENSG00000283674.4	ENSG00000283674	6	15	24	11	14	13	18	2	5	9	7	2	0	2	4
ENSG00000283683.2	MYOCOS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000283684.1	ENSG00000283684	0	2	0	0	1	0	2	0	0	1	0	1	0	0	0
ENSG00000283703.3	VSIG10L2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283737.1	ENSG00000283737	0	0	4	0	1	0	2	4	1	0	0	0	0	0	0
ENSG00000283738.3	ENSG00000283738	8	12	10	26	5	27	16	26	28	29	13	15	3	17	9
ENSG00000283741.2	SMCR8	3	3	1	0	8	4	1	1	5	10	0	0	0	6	1
ENSG00000283771.2	TMEM256	328	392	311	1001	640	1368	455	897	1279	1331	1190	1235	232	1072	956
ENSG00000283777.2	CANX	35	29	17	41	40	20	26	43	43	47	60	25	5	30	35
ENSG00000283780.3	MAML1	8	2	2	4	4	4	2	1	3	5	5	4	0	5	3
ENSG00000283809.1	ENSG00000283809	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0
ENSG00000283820.2	ENSG00000283820	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283828.1	ENSG00000283828	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0
ENSG00000283834.4	DUX4L2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283847.2	HBP1	8	9	4	6	8	2	9	5	8	24	13	12	3	12	3
ENSG00000283852.4	BCAP29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000283855.2	NPIPB4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000283859.2	NLGN2	1	0	0	7	3	10	6	7	4	7	10	4	0	3	3
ENSG00000283868.2	ZBTB4	19	22	13	4	20	10	12	32	18	32	28	20	1	12	14
ENSG00000283873.2	SSU72L4	0	0	0	3	2	0	2	0	0	0	0	0	0	0	0
ENSG00000283883.2	VPS53	12	22	10	19	20	20	3	15	19	39	15	25	8	18	21
ENSG00000283887.2	LTC4S	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000283903.2	FGF11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283907.2	ENSG00000283907	56	44	58	40	58	30	24	92	105	137	115	42	12	111	60
ENSG00000283918.2	MRNIP	5	0	1	2	1	7	1	4	4	6	4	3	1	5	7
ENSG00000283946.2	CHRNB1	0	0	0	0	0	6	0	4	5	4	13	17	0	4	5
ENSG00000283949.3	DUX4	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000283955.2	ENSG00000283955	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000283963.3	ENSG00000283963	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000283979.4	RFLNB	18	7	2	21	21	9	21	11	34	17	18	17	3	29	32
ENSG00000283985.2	LIAT1	0	0	0	0	0	1	0	0	0	5	3	0	1	1	1
ENSG00000283994.1	ENSG00000283994	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000284009.2	PLSCR3	35	32	21	45	13	32	22	30	48	49	73	29	10	26	16
ENSG00000284017.2	PLCL2	1	1	3	14	6	1	1	0	0	0	0	4	0	0	0
ENSG00000284018.2	SSU72L5	0	0	1	3	2	0	2	0	0	0	0	0	0	0	0
ENSG00000284070.1	ENSG00000284070	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000284075.1	ENSG00000284075	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000284076.3	GOLGA8T	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284099.3	SQSTM1	178	122	68	210	165	124	135	187	381	339	242	164	34	165	117
ENSG00000284103.2	DUS4L	1	1	0	1	1	5	0	0	2	2	0	1	1	0	1
ENSG00000284128.2	BCRP3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284153.1	RPS4XP17	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000284161.3	EEF2K	28	18	6	26	8	8	16	32	28	46	14	6	0	8	14
ENSG00000284165.1	ENSG00000284165	0	0	0	8	3	11	1	0	0	0	0	0	0	0	0
ENSG00000284196.3	ENSG00000284196	0	3	6	6	3	2	3	1	1	2	1	1	0	1	1
ENSG00000284207.2	HMGB3P22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000284218.2	NPIPB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284227.3	DCHS2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
ENSG00000284228.2	TMEM102	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000284238.3	TOP3A	17	14	0	3	3	9	3	11	13	18	16	1	0	2	20
ENSG00000284254.4	HNRNPH1	136	109	56	156	173	133	81	96	80	185	126	113	10	110	60
ENSG00000284262.2	ENSG00000284262	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000284274.1	MRNIP-DT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000284282.3	POLR3E	5	9	2	8	13	4	9	6	0	13	0	10	0	8	9
ENSG00000284294.3	ENSG00000284294	0	2	4	1	0	0	3	0	2	3	0	2	0	0	0
ENSG00000284297.2	ENSG00000284297	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000284306.2	SSU72L2	0	0	1	3	2	0	2	0	0	0	0	0	0	0	0
ENSG00000284319.1	ENSG00000284319	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284320.4	SHMT1	21	4	12	12	7	26	18	23	13	13	13	6	1	18	7
ENSG00000284337.1	ENSG00000284337	2	3	1	0	2	2	2	1	6	1	6	1	0	4	0
ENSG00000284338.2	VAV3-AS1	0	1	0	0	1	2	0	1	0	0	0	1	0	0	0
ENSG00000284369.3	COG5	3	13	4	11	9	23	6	5	19	33	25	11	0	23	8
ENSG00000284376.1	ENSG00000284376	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000284383.2	ENSG00000284383	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284400.2	TBC1D9B	56	31	20	40	53	68	29	52	73	114	48	28	14	12	15
ENSG00000284406.1	ENSG00000284406	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000284418.3	ENSG00000284418	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000284419.1	MIR663A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284437.1	Y_RNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000284438.2	SSU72L1	0	0	1	3	2	0	2	0	0	0	0	0	0	1	0
ENSG00000284449.1	ENSG00000284449	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284454.2	NPIPB11	0	0	0	7	0	0	0	0	9	0	0	1	0	1	0
ENSG00000284456.1	LINC02076	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284468.3	SLC25A24	33	11	23	24	38	21	33	10	30	33	21	18	6	21	1
ENSG00000284483.1	TMEM256-PLSCR3	3	5	0	9	2	12	6	14	4	14	11	2	2	7	10
ENSG00000284493.2	ENSG00000284493	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284495.2	MIEF2	0	1	1	7	0	12	5	0	2	21	0	1	1	0	7
ENSG00000284501.2	MGAT4B	67	12	6	16	34	15	12	39	43	11	26	22	0	18	19
ENSG00000284534.1	ENSG00000284534	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0
ENSG00000284540.1	ENSG00000284540	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000284559.2	ENSG00000284559	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000284571.3	FLII	100	39	57	117	54	63	30	79	120	127	70	57	9	74	58
ENSG00000284582.1	ENSG00000284582	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000284600.1	ENSG00000284600	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284606.1	ENSG00000284606	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000284611.1	ENSG00000284611	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000284618.1	ENSG00000284618	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284640.1	ENSG00000284640	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1
ENSG00000284642.1	ENSG00000284642	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284656.1	ENSG00000284656	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000284677.1	ENSG00000284677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284692.2	ENSG00000284692	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000284722.2	ENSG00000284722	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284732.1	ENSG00000284732	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000284734.1	ENSG00000284734	0	2	1	1	5	0	0	1	0	1	0	0	0	0	1
ENSG00000284747.1	ENSG00000284747	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284752.3	GMPR2	49	21	12	69	30	37	21	64	53	95	71	36	15	83	27
ENSG00000284764.2	PINX1	15	6	14	20	18	16	19	40	18	33	35	31	6	20	21
ENSG00000284774.2	HSF1	104	99	43	119	103	69	75	89	159	195	123	96	9	51	94
ENSG00000284792.2	PTEN	35	20	30	30	42	16	19	14	58	19	20	10	0	7	25
ENSG00000284796.3	DCAF11	30	25	3	37	16	9	25	3	65	8	0	6	1	4	21
ENSG00000284801.1	ENSG00000284801	1	0	0	0	1	0	0	0	0	4	2	0	0	4	0
ENSG00000284802.1	ENSG00000284802	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000284803.1	ENSG00000284803	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284814.1	ADCY4	3	1	0	3	2	8	4	9	8	4	20	15	0	15	2
ENSG00000284817.1	RPS4XP14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284823.1	ENSG00000284823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000284832.2	POLR2A	17	6	9	8	9	8	19	18	16	14	15	12	2	8	11
ENSG00000284838.2	C1QTNF4	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000284841.1	H2AC25	1	0	1	1	7	7	2	10	7	6	7	0	0	2	6
ENSG00000284845.2	ENSG00000284845	2	1	2	3	1	3	0	2	2	4	2	0	0	0	2
ENSG00000284848.2	LINC02359	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000284850.2	DCP1B	0	1	1	5	1	4	2	2	6	1	8	3	0	4	3
ENSG00000284853.1	RNA5S16	80	47	26	30	28	23	35	68	106	152	114	61	10	65	29
ENSG00000284868.2	DHRS1	7	9	14	6	8	15	3	14	23	22	7	15	0	6	0
ENSG00000284869.2	EEFSEC	6	12	16	37	38	10	18	21	45	42	24	16	1	8	18
ENSG00000284872.2	TRMT9B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284889.2	PSME2	200	237	204	1033	480	1579	243	948	1364	1379	1261	1430	388	1768	1231
ENSG00000284896.2	OR2A5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284900.2	KBTBD4	0	12	0	1	0	2	0	2	1	5	0	4	0	1	6
ENSG00000284902.1	ENSG00000284902	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284906.3	ENSG00000284906	1	0	0	2	1	2	0	2	2	3	3	2	0	0	0
ENSG00000284915.3	TINF2	10	12	11	11	8	14	17	10	27	3	24	9	0	12	9
ENSG00000284916.2	PSME1	155	129	98	543	364	1174	174	742	1044	931	945	945	251	1159	976
ENSG00000284927.2	XKR6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000284936.2	TMEM14C	81	70	23	197	93	373	64	293	447	391	385	302	91	401	331
ENSG00000284939.1	OR6B1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284944.2	MED18	108	152	75	233	161	334	148	191	278	312	302	290	44	227	217
ENSG00000284953.2	CACNA2D4	0	8	0	0	0	1	0	0	9	0	0	0	1	0	1
ENSG00000284980.2	AGPAT5	10	12	9	25	10	9	13	18	28	36	32	13	6	24	10
ENSG00000284996.1	RPL31P12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000284997.1	TUBAP2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000285002.2	ENSG00000285002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000285007.2	REC8	15	5	7	14	4	5	0	1	13	34	10	8	0	29	19
ENSG00000285022.2	MFHAS1	1	2	2	4	0	4	3	3	5	6	2	5	0	7	0
ENSG00000285023.2	CHORDC1	32	22	21	89	36	55	41	27	18	66	35	35	1	23	40
ENSG00000285032.3	MTMR9	4	3	7	3	3	3	1	4	3	1	0	7	0	3	3
ENSG00000285041.1	ENSG00000285041	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ENSG00000285044.2	SLC9C1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000285047.1	ENSG00000285047	1	1	0	1	2	0	0	0	0	0	3	1	0	0	1
ENSG00000285048.2	IRF9	5	7	2	16	7	14	8	8	10	13	10	9	5	12	11
ENSG00000285049.2	CPSF1	47	18	22	38	30	28	6	20	50	50	48	25	10	33	25
ENSG00000285065.1	ENSG00000285065	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285067.2	ENSG00000285067	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000285069.2	SESN2	3	1	4	5	3	2	2	1	3	3	3	3	1	5	1
ENSG00000285070.2	ADIPOR2	7	6	6	13	10	8	2	8	12	10	11	9	3	18	8
ENSG00000285077.4	ARHGAP11B	1	4	0	0	1	0	0	1	4	1	6	0	0	2	0
ENSG00000285079.1	ENSG00000285079	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285086.1	WDR82P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285089.2	ENSG00000285089	2	0	0	2	0	0	0	0	0	1	4	1	0	0	2
ENSG00000285091.1	ENSG00000285091	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
ENSG00000285098.2	CLDN23	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000285103.2	EMICERI	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000285104.1	ENSG00000285104	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000285108.1	ENSG00000285108	4	0	0	4	0	1	0	0	3	0	0	0	0	0	4
ENSG00000285109.4	GATA4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285112.5	SLC52A2	45	14	8	35	25	29	15	36	80	104	44	63	0	22	15
ENSG00000285114.3	GSDMC	1	0	0	6	0	1	10	1	0	0	0	0	0	0	0
ENSG00000285119.1	FAM86B3P	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285121.2	MTCH2	162	107	88	199	181	249	146	123	259	229	258	215	57	274	164
ENSG00000285125.1	ENSG00000285125	4	4	3	10	5	7	4	4	4	14	6	3	1	6	6
ENSG00000285140.2	TSSK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000285147.2	C8orf74	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285152.2	RNF31	7	11	5	15	10	11	9	1	3	15	12	3	0	3	4
ENSG00000285158.1	RNA5S17	21	19	4	4	9	7	7	19	22	27	28	16	1	20	12
ENSG00000285166.1	RNA5S1	71	65	33	24	34	22	29	60	99	155	108	58	6	60	31
ENSG00000285168.1	RNA5S3	93	50	29	28	30	25	34	75	107	140	85	64	7	72	34
ENSG00000285169.2	ENSG00000285169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285182.2	FNBP4	1	10	4	3	0	3	4	1	8	18	3	1	1	1	3
ENSG00000285192.2	ENSG00000285192	2	0	0	1	1	0	0	0	3	3	2	0	0	0	3
ENSG00000285193.1	RABGGTA	11	4	0	14	0	13	0	7	0	31	11	3	1	4	8
ENSG00000285194.1	ENSG00000285194	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSG00000285199.1	CIDEB	0	0	0	5	0	9	1	0	0	0	0	1	0	0	0
ENSG00000285200.2	MDP1	17	11	7	50	26	75	10	44	75	62	78	77	2	52	47
ENSG00000285203.2	LTB4R2	1	0	1	0	2	0	0	0	0	0	1	0	2	2	0
ENSG00000285210.1	LINC02795	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000285213.2	ENSG00000285213	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2
ENSG00000285222.3	GCNT2	1	6	1	8	1	2	1	10	19	24	7	10	0	1	1
ENSG00000285224.2	ENSG00000285224	3	0	0	2	1	0	0	0	0	4	1	2	0	0	2
ENSG00000285226.2	PAK1IP1	7	6	2	7	7	1	8	4	4	4	10	6	0	9	4
ENSG00000285233.1	LINC00940	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285234.1	H2BC27P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000285236.3	PPP1R3B-DT	0	0	0	1	0	4	0	7	0	0	0	0	0	0	1
ENSG00000285241.2	PCK2	14	4	21	22	20	15	21	18	24	24	14	9	1	14	6
ENSG00000285243.3	SLC39A4	15	38	9	56	46	116	33	39	90	56	50	47	1	21	61
ENSG00000285246.2	NEDD8	472	571	453	2029	939	2714	661	2244	2832	3034	2937	2628	569	2806	2175
ENSG00000285248.2	IPO4	17	10	14	20	16	16	0	23	20	11	16	6	9	22	16
ENSG00000285271.1	RPL12P17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285272.1	TMEM249	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000285279.1	ENSG00000285279	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000285281.2	SGPP1	3	2	3	1	3	1	2	2	1	5	1	1	0	0	0
ENSG00000285285.1	RNA5S2	88	53	28	29	36	17	48	76	95	136	109	55	10	76	35
ENSG00000285296.1	ENSG00000285296	18	6	10	45	25	74	10	54	56	74	79	58	6	48	62
ENSG00000285298.1	ENSG00000285298	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000285302.5	CHMP4A	27	30	13	75	51	180	16	133	144	177	166	126	28	119	125
ENSG00000285309.1	ENSG00000285309	2	2	8	2	8	6	5	1	4	2	0	0	2	1	0
ENSG00000285312.1	C6orf52	0	0	1	1	0	13	0	0	0	2	3	5	1	12	8
ENSG00000285326.3	NOP9	9	5	3	3	7	4	1	4	12	7	16	2	0	14	5
ENSG00000285343.2	PPP1R3B	9	14	8	12	10	4	9	16	25	27	16	15	4	1	4
ENSG00000285348.2	TGM1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000285360.2	LONRF1	1	1	4	4	1	1	0	6	1	4	4	4	0	8	4
ENSG00000285372.2	TNKS	4	5	5	4	8	2	3	1	2	4	1	1	0	0	0
ENSG00000285377.2	EMC9	37	17	14	57	33	59	19	57	97	96	83	65	16	83	60
ENSG00000285379.2	RIPK3	1	0	0	0	9	1	0	0	0	0	4	0	0	9	0
ENSG00000285390.2	ATP5IF1	329	752	684	1284	1384	2640	1262	2399	3746	3749	3038	2023	250	1717	2056
ENSG00000285395.3	XYLT1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000285400.2	MCPH1-AS1	0	1	2	1	1	2	2	4	2	4	2	3	0	5	2
ENSG00000285407.1	ENSG00000285407	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000285425.1	NEDD8-MDP1	22	20	7	18	10	13	15	6	22	23	21	17	3	7	10
ENSG00000285426.4	RNF187	55	46	42	26	52	32	23	52	48	44	44	24	11	33	20
ENSG00000285438.2	SOX7	5	5	0	16	7	9	8	10	20	9	7	15	0	12	13
ENSG00000285442.2	FBXL6	18	1	0	3	10	1	1	6	9	6	9	4	0	1	10
ENSG00000285443.2	ZYX	286	219	114	366	297	314	207	196	287	303	261	185	36	175	197
ENSG00000285449.1	H2BC26	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000285451.2	ADCK5	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000285454.1	ENSG00000285454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000285456.2	LTB4R	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0
ENSG00000285465.2	TM9SF1	22	24	7	16	15	27	22	20	27	40	27	27	5	28	26
ENSG00000285467.1	DHRS4L1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000285468.1	EPHA1-AS1	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0
ENSG00000285479.3	CACNA1C	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0
ENSG00000285482.2	DGAT1	2	5	2	19	13	0	2	5	10	13	11	6	3	7	2
ENSG00000285485.2	NFATC4	13	14	1	27	25	14	5	29	1	15	22	5	0	1	6
ENSG00000285493.3	NRL	1	0	0	0	0	7	1	0	1	0	0	1	0	1	0
ENSG00000285502.1	ENSG00000285502	2	3	1	0	3	2	3	4	4	4	3	1	0	3	3
ENSG00000285515.2	ENSG00000285515	1	0	0	1	0	0	0	0	2	0	1	1	0	0	0
