gene_id	feature_id	lr	df	pvalue	adj_pvalue	mean_proportion_ref	mean_proportion_comp	log2FC	neg_log10_pval	neg_log10_fdr	significance	transcript_label
ENSG00000067182	ENST00000162749.7	0.0389959971948883	1	0.843456593089952	1	0.466378066378066	0.494642857142857	0.0848873033770033	0.0739372626499329	0	Not significant	ENSG00000067182:ENST00000162749.7
ENSG00000067182	ENST00000534885.5	0.0389959971962526	1	0.843456593087249	1	0.533621933621934	0.505357142857143	-0.0785146464927039	0.0739372626513246	0	Not significant	ENSG00000067182:ENST00000534885.5
ENSG00000067225	ENST00000319622.10	0.044931825283129	1	0.83212943722787	1	0.146867096926538	0.143327088881013	-0.0351999154742434	0.0798091142121932	0	Not significant	ENSG00000067225:ENST00000319622.10
ENSG00000067225	ENST00000335181.10	1.93738650972591	1	0.163952583977104	0.727311504023742	0.147557476700236	0.169963733954835	0.203949920245486	0.785281734236126	0.138279543056205	Not significant	ENSG00000067225:ENST00000335181.10
ENSG00000067225	ENST00000389093.7	0.449857551368041	1	0.502402608702308	1	0.14636508630746	0.13598624996085	-0.106110673528826	0.298948114210996	0	Not significant	ENSG00000067225:ENST00000389093.7
ENSG00000067225	ENST00000564440.5	2.14760056558589	1	0.142792894753895	0.674007514623429	0.134667091642874	0.114623622813401	-0.232492944905867	0.845293402125301	0.17133526141528	Not significant	ENSG00000067225:ENST00000564440.5
ENSG00000067225	ENST00000565143.1	0.918335514907085	1	0.337912391551632	1	0.0940656078899241	0.0832425670109651	-0.176345888427357	0.471195881963426	0	Not significant	ENSG00000067225:ENST00000565143.1
ENSG00000067225	ENST00000565184.6	0.277193087094929	1	0.598546896445928	1	0.090370606105872	0.0976368934339255	0.111572794102913	0.222901816736619	0	Not significant	ENSG00000067225:ENST00000565184.6
ENSG00000067225	ENST00000698740.1	0.596088974434679	1	0.440074162331018	1	0.141402923758029	0.153888076140458	0.122069499500362	0.356474129020482	0	Not significant	ENSG00000067225:ENST00000698740.1
ENSG00000067225	ENST00000698741.1	0.0478468681685627	1	0.82685315675067	1	0.0987041106690663	0.101331767804553	0.0379044600773248	0.0825716112157584	0	Not significant	ENSG00000067225:ENST00000698741.1
ENSG00000067560	ENST00000418115.6	1.7377872820507	1	0.187419437118912	0.779369390368521	0.132744487716925	0.151975892574559	0.195190538328383	0.72718537078151	0.108256655067698	Not significant	ENSG00000067560:ENST00000418115.6
ENSG00000067560	ENST00000422781.6	2.14153205733965	1	0.143358659712793	0.675788828659257	0.114254782787527	0.137610357190366	0.26833449921005	0.843576067964169	0.17018899174393	Not significant	ENSG00000067560:ENST00000422781.6
ENSG00000067560	ENST00000445425.6	0.0734717520317645	1	0.786347398936565	1	0.134137750920385	0.138768204346454	0.0489617264512292	0.104385545424697	0	Not significant	ENSG00000067560:ENST00000445425.6
ENSG00000067560	ENST00000454011.7	1.08261601645063	1	0.29811307156858	0.982932866489294	0.114703452730025	0.101994676300345	-0.169414967635163	0.525618980741464	0.00747614311281195	Not significant	ENSG00000067560:ENST00000454011.7
ENSG00000067560	ENST00000676712.2	0.691982461983571	1	0.405490889386446	1	0.130554481288569	0.118998190317148	-0.133712345375705	0.392018899119022	0	Not significant	ENSG00000067560:ENST00000676712.2
