transcript_id,q_value
ENST00000485756.1,0.00108559
ENST00000396064.7,0.00108559
ENST00000223136.5,0.00108559
ENST00000618751.3,0.00108559
ENST00000630768.1,0.00108559
ENST00000418824.3,0.00108559
ENST00000690968.2,0.00108559
ENST00000037243.7,0.001095076
ENST00000527186.1,0.001095076
ENST00000250495.10,0.00126835
ENST00000648161.1,0.001281885
ENST00000460985.1,0.001287351
ENST00000351554.8,0.001349023
ENST00000486500.1,0.001404947
ENST00000552176.2,0.001404947
ENST00000370321.8,0.001565244
ENST00000639959.1,0.001605717
ENST00000562929.1,0.001612164
ENST00000374517.6,0.001612164
ENST00000517523.1,0.001612164
ENST00000366612.1,0.001612164
ENST00000302422.4,0.001612164
ENST00000639136.2,0.001612164
ENST00000389995.4,0.002075088
ENST00000645195.1,0.002122086
ENST00000297258.11,0.002206711
ENST00000396359.1,0.002206711
ENST00000442551.5,0.002215633
ENST00000562044.1,0.002237971
ENST00000483765.5,0.00229614
ENST00000412779.2,0.00229614
ENST00000379341.9,0.002352937
ENST00000439422.1,0.002352937
ENST00000211372.9,0.002378743
ENST00000557111.5,0.002476624
ENST00000356708.12,0.002489681
ENST00000587201.6,0.002489681
ENST00000596314.5,0.00253628
ENST00000323981.6,0.00253628
ENST00000044462.12,0.002601736
ENST00000506765.1,0.002663206
ENST00000318364.13,0.002703622
ENST00000527577.5,0.002703622
ENST00000632799.1,0.002703622
ENST00000586277.5,0.002810824
ENST00000515792.5,0.002811303
ENST00000426763.3,0.002815498
ENST00000697722.1,0.002821779
ENST00000645540.1,0.002821779
ENST00000371317.10,0.002821779
ENST00000594728.1,0.002926211
ENST00000509736.5,0.002967727
ENST00000465786.1,0.003024194
ENST00000228825.12,0.003194878
ENST00000467622.2,0.003194878
ENST00000454021.6,0.003239044
ENST00000265729.7,0.003243626
ENST00000494074.1,0.003260359
ENST00000575643.1,0.003517685
ENST00000258424.3,0.003706581
ENST00000599898.5,0.003714493
ENST00000582736.1,0.003714493
ENST00000708077.1,0.003714493
ENST00000515060.1,0.003737499
ENST00000366613.1,0.003737499
ENST00000553981.1,0.003762864
ENST00000426712.1,0.003762864
ENST00000674650.1,0.003785586
ENST00000379060.8,0.003785586
ENST00000545681.2,0.003785586
ENST00000709894.1,0.003785586
ENST00000229238.5,0.004014077
ENST00000460922.2,0.0040198
ENST00000498205.5,0.004071287
ENST00000533172.5,0.004071287
ENST00000445623.1,0.004158548
ENST00000601655.5,0.004158548
ENST00000396210.8,0.004186273
ENST00000478842.5,0.004186273
ENST00000588599.5,0.004186273
ENST00000502905.5,0.004186273
ENST00000571309.1,0.004334168
ENST00000562935.5,0.00434629
ENST00000498815.1,0.004378162
ENST00000290541.7,0.004378162
ENST00000476781.6,0.004416724
ENST00000247655.4,0.004659246
ENST00000531008.5,0.004731749
ENST00000574723.5,0.004731749
ENST00000370902.8,0.004731749
ENST00000598098.5,0.005072825
ENST00000457341.6,0.005078994
ENST00000709904.1,0.005078994
ENST00000652678.1,0.005188809
ENST00000267869.8,0.005205274
ENST00000302979.5,0.005205274
ENST00000425464.6,0.005205274
ENST00000457485.6,0.005264084
ENST00000439602.7,0.00528772
ENST00000261700.8,0.005303984
ENST00000519374.6,0.005303984
ENST00000511203.1,0.005303984
ENST00000511552.5,0.005303984
ENST00000469257.2,0.005335479
ENST00000531908.5,0.005398145
ENST00000489785.5,0.005398145
ENST00000527046.5,0.005398145
ENST00000644684.1,0.005398145
ENST00000559081.1,0.005486588
ENST00000556956.1,0.005562871
ENST00000367034.5,0.005880933
ENST00000215909.10,0.006256263
ENST00000482069.5,0.006256263
ENST00000376392.10,0.006291852
ENST00000552321.2,0.00655705
ENST00000406022.6,0.006564658
ENST00000530913.1,0.006564658
ENST00000475947.7,0.006617595
ENST00000368811.8,0.006621421
ENST00000646768.1,0.00714962
ENST00000588830.1,0.007265366
ENST00000558243.1,0.007410931
ENST00000582475.1,0.007410931
ENST00000488122.2,0.007514566
ENST00000586925.1,0.00752559
ENST00000561068.5,0.007718657
ENST00000647131.1,0.008018199
ENST00000549017.5,0.008058272
ENST00000270142.11,0.008058272
ENST00000409711.1,0.008161443
ENST00000418285.6,0.008389411
ENST00000419276.1,0.00859117
ENST00000216225.9,0.00859117
ENST00000467617.1,0.00859117
ENST00000554482.1,0.00859117
ENST00000373237.4,0.00859117
ENST00000546654.1,0.00859117
ENST00000610953.3,0.00859117
ENST00000630852.1,0.00859117
ENST00000548400.5,0.009343109
ENST00000225728.8,0.00951822
ENST00000518657.6,0.009796178
ENST00000684993.1,0.010093582
ENST00000564648.1,0.010241827
ENST00000368720.6,0.010373098
ENST00000380633.1,0.010396162
ENST00000380635.5,0.010589417
ENST00000689426.1,0.010806246
ENST00000558131.1,0.010839944
ENST00000491989.1,0.0109924
ENST00000013034.3,0.0109924
ENST00000708079.1,0.011180457
ENST00000304511.7,0.011601758
ENST00000436146.2,0.011808145
ENST00000409614.1,0.012151794
ENST00000511787.1,0.012151794
ENST00000536368.1,0.012236476
ENST00000525717.5,0.012327846
ENST00000336133.8,0.012327846
ENST00000552946.1,0.012327846
ENST00000504789.5,0.012576232
ENST00000531188.6,0.012576232
ENST00000569148.1,0.012930106
ENST00000520998.1,0.013146229
ENST00000564903.1,0.013522837
ENST00000518164.5,0.013675869
ENST00000616442.4,0.013702115
ENST00000354193.5,0.013876448
ENST00000464658.1,0.01397113
ENST00000627260.1,0.01397113
ENST00000511348.1,0.014153646
ENST00000474640.1,0.014309245
ENST00000552588.5,0.014383354
ENST00000304312.5,0.014383354
ENST00000477244.5,0.0148818
ENST00000569997.1,0.014907562
ENST00000299166.9,0.0149808
ENST00000584441.5,0.015398787
ENST00000637516.1,0.015398787
ENST00000472467.1,0.015400003
ENST00000439025.1,0.015577998
ENST00000469225.1,0.015662822
ENST00000456863.6,0.015662822
ENST00000633919.1,0.01570421
ENST00000509877.5,0.015769114
ENST00000378726.1,0.015823635
ENST00000613215.4,0.016004306
ENST00000547368.5,0.016013229
ENST00000519287.1,0.016166224
ENST00000417088.2,0.016166224
ENST00000478196.6,0.016419121
